Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,11250_6_12_13_15_16_17_18_23_24_25_28,Mid1:OPN,,Late1:CLS,20,39,B1
,,11260_1_7_8_9_10_19,Early1:ALL,,Mid1:OPN,0,18,A1
,,11260_1_7_8_9_10_19,Late1:CLS,,Late1:CLS,31,999,D1
,,11260_1_7_8_9_10_19,Late1:OPN,,Late1:CLS,26,30,C1
,,11260_1_7_8_9_10_19,Mid1:OPN,,Late1:OPN,19,25,B1
,,11260_13,Early1:OPN,,Mid1:OPN,0,11,B2
,,11260_13,Late1:CLS,,Late1:CLS,50,999,C1
,,11260_13,Late1:OPN,,Late2:CLS,70,114,A3
,,11260_13,Late2:CLS,,Late2:CLS,115,999,C3
,,11260_13,Mid1:OPN,,Late1:CLS,12,49,A1
,,11260_20_29_33,Early1:ALL,,Mid1:OPN,0,13,A1
,,11260_20_29_33,Late1:CLS,,Late1:CLS,46,999,C1
,,11260_20_29_33,Mid1:OPN,,Late1:CLS,14,45,B1
,,11260_21,Early1:ALL,,Mid1:OPN,0,13,B2
,,11260_21,Late1:CLS,,Late1:CLS,41,999,A1
,,11260_21,Mid1:OPN,,Late1:CLS,14,40,C1
,,11260_22,Early1:ALL,,Mid1:OPN,0,11,B2
,,11260_22,Late1:CLS,,Late1:CLS,50,999,A3
,,11260_22,Late1:OPN,,Late1:CLS,21,49,A1
,,11260_22,Mid1:OPN,,Late1:OPN,12,20,C1
,,11260_6_12_17_18_28,Early1:OPN,,Mid1:OPN,0,11,B2
,,11260_6_12_17_18_28,Late1:CLS,,Late1:CLS,50,999,C3
,,11260_6_12_17_18_28,Late1:OPN,,Late2:CLS,70,114,A3
,,11260_6_12_17_18_28,Late2:CLS,,Late2:CLS,115,999,D3
,,11260_6_12_17_18_28,Mid1:OPN,,Late1:CLS,12,49,A1
,,11261_16_23_24,Early1:OPN,,Mid1:OPN,0,11,B2
,,11261_16_23_24,Late1:CLS,,Late1:CLS,50,999,C1
,,11261_16_23_24,Late1:OPN,,Late2:CLS,70,114,A3
,,11261_16_23_24,Late2:CLS,,Late2:CLS,115,999,C3
,,11261_16_23_24,Mid1:OPN,,Late1:CLS,12,49,A1
,,11262_16_23,Early1:ALL,,Mid1:OPN,1,24,B1
,,11262_16_23,Late1:CLS,,Late1:CLS,120,999,C2
,,11262_16_23,Mid1:OPN,,Late1:CLS,25,119,A2
,,11270_10_12_13_17_18,Early1:ALL,,Mid1:OPN,0,19,B1
,,11270_10_12_13_17_18,Mid1:OPN,,Mid1:OPN,20,999,C2
,,11270_14,Early1:OPN,,Mid1:OPN,0,19,B1
,,11270_14,Mid1:OPN,,Mid1:OPN,20,999,C2
,,11270_15,Early1:ALL,,Mid1:OPN,0,24,B1
,,11270_15,Late1:OPN,,Late1:OPN,145,999,C2
,,11270_15,Mid1:OPN,,Mid1:OPN,25,999,A2
,,11270_16_23_24_25,Early1:ALL,,Mid1:OPN,0,24,B1
,,11270_16_23_24_25,Late1:OPN,,Late1:OPN,120,999,C2
,,11270_16_23_24_25,Mid1:OPN,,Mid1:OPN,25,999,A2
,,11270_21,Early1:ALL,,Mid1:OPN,0,19,B1
,,11270_21,Mid1:OPN,,Mid1:OPN,20,999,C2
,,11270_22,Early1:ALL,,Mid1:OPN,0,9,A1
,,11270_22,Mid1:OPN,,Mid1:OPN,10,999,C1
,,11270_28,Early1:ALL,,Mid1:OPN,0,24,B1
,,11270_28,Late1:OPN,,Late1:OPN,145,999,C2
,,11270_28,Mid1:OPN,,Mid1:OPN,25,144,A2
,,11270_7_8_9,Early1:ALL,,Mid1:OPN,0,9,B1
,,11270_7_8_9,Late1:OPN,,Late1:OPN,20,999,A2
,,11270_7_8_9,Mid1:OPN,,Late1:OPN,10,19,C2
,,11280_2_3_4,Early1:ALL,,Mid1:CLS,0,5,B2
,,11280_2_3_4,Late1:CLS,,Late1:CLS,30,999,C3
,,11280_2_3_4,Mid1:CLS,,Mid1:CLS,6,999,C1
,,11290_4_5,Early1:ALL,,Mid1:CLS,0,3,B1
,,11290_4_5,Mid1:CLS,,Mid1:CLS,4,999,C2
,,11300_3_4,Early1:OPN,,Late1:CLS,0,10,B1
,,11300_3_4,Late1:CLS,,Late1:CLS,11,999,A2
,,11310_2_3_4,Early1:ALL,,Mid1:CLS,0,1,B1
,,11310_2_3_4,Late1:OPN,,Late1:OPN,6,999,C2
,,11310_2_3_4,Mid1:CLS,,Mid1:CLS,2,999,A2
,,11320_31_38,Early1:OPN,,Mid1:OPN,0,6,B2
,,11320_31_38,Late1:CLS,,Late1:CLS,13,999,A1
,,11320_31_38,Mid1:OPN,,Mid1:OPN,7,999,C1
,,11320_32_34_35,Early1:OPN,,Late1:CLS,0,3,B2
,,11320_32_34_35,Late1:CLS,,Late1:CLS,4,999,C1
,,11320_32_34_35,Late2:CLS,,Late2:CLS,12,999,C2
,,11320_33,Early1:OPN,,Late1:CLS,0,15,B2
,,11320_33,Late1:CLS,,Late1:CLS,16,999,C1
,,11320_33,Late2:CLS,,Late2:CLS,16,999,A1
,,11330_25,Early1:OPN,,Late1:OPN,0,5,B1
,,11330_25,Late1:OPN,,Late1:OPN,6,999,C2
,,11340_10,Early1:ALL,,Late1:CLS,0,4,B1
,,11340_10,Late1:CLS,,Late1:CLS,5,504,C2
,,11340_8_9,Early1:ALL,,Mid1:CLS,0,1,B1
,,11340_8_9,Late1:OPN,,Late1:OPN,16,999,A2
,,11340_8_9,Mid1:CLS,,Late1:OPN,2,15,C2
,,11350_13_14,Early1:OPN,,Mid1:OPN,0,19,B1
,,11350_13_14,Mid1:OPN,,Mid1:OPN,20,999,A2
,,11350_15_28,Early1:OPN,,Mid1:OPN,0,2,A1
,,11350_15_28,Late1:OPN,,Late1:OPN,38,999,C1
,,11350_15_28,Mid1:CLS,,Mid1:CLS,1,999,B2
,,11350_15_28,Mid1:OPN,,Late1:OPN,3,37,B1
,,11350_16_23_24,Early1:OPN,,Mid1:OPN,0,2,A1
,,11350_16_23_24,Late1:OPN,,Late1:OPN,38,999,C1
,,11350_16_23_24,Mid1:OPN,,Late1:OPN,3,37,B1
,,11350_16_23_24,Mid2:CLS,,Mid2:CLS,1,999,B2
,,11350_22,Early1:OPN,,Mid1:OPN,0,2,A1
,,11350_22,Late1:OPN,,Late1:OPN,38,999,C1
,,11350_22,Mid1:CLS,,Mid1:CLS,1,999,B2
,,11350_22,Mid1:OPN,,Late1:OPN,3,37,B1
,,11350_25,Early1:OPN,,Mid1:OPN,0,2,A1
,,11350_25,Late1:OPN,,Late1:OPN,38,999,C1
,,11350_25,Mid1:CLS,,Mid1:CLS,1,999,B2
,,11350_25,Mid1:OPN,,Late1:OPN,3,37,B1
,,11350_7_8_9_10_12_17_18,Early1:OPN,,Late1:OPN,0,19,A1
,,11350_7_8_9_10_12_17_18,Late1:OPN,,Late1:OPN,20,999,B1
,,11360_6,Early1:ALL,,Late1:CLS,0,2,B1
,,11360_6,Late1:CLS,,Late1:CLS,3,999,C2
,,11370_3_6,Early1:OPN,,Mid1:CLS,0,2,B1
,,11370_3_6,Late1:OPN,,Late1:OPN,23,522,A2
,,11370_3_6,Mid1:CLS,,Late1:OPN,3,22,C2
,,11380_1,Early1:ALL,,Late1:CLS,0,14,B1
,,11380_1,Late1:CLS,,Late1:CLS,15,999,A2
,,11380_3_5,Early1:ALL,,Late1:CLS,0,15,B1
,,11380_3_5,Late1:CLS,,Late1:CLS,15,999,A2
,,11380_6,Early1:ALL,,Late2:CLS,0,5,B1
,,11380_6,Late2:CLS,,Late2:CLS,5,999,C2
,,11390_10_19,Early1:ALL,,Mid1:CLS,0,1,B1
,,11390_10_19,Late1:CLS,,Late1:CLS,6,999,A2
,,11390_10_19,Mid1:CLS,,Late1:CLS,2,6,C2
,,11390_18,Early1:ALL,,Mid1:CLS,0,4,B1
,,11390_18,Mid1:CLS,,Mid1:OPN,5,64,C2
,,11390_18,Mid1:OPN,,Mid1:OPN,65,999,A2
,,11390_20,Early1:OPN,,Mid1:CLS,0,3,B1
,,11390_20,Mid1:CLS,,Mid1:CLS,4,999,C2
,,11390_21,Early1:ALL,,Mid1:CLS,0,1,B1
,,11390_21,Late1:CLS,,Late1:CLS,36,999,A2
,,11390_21,Mid1:CLS,,Late1:CLS,2,35,C2
,,11390_22,Early1:ALL,,Mid1:CLS,0,1,B1
,,11390_22,Late1:CLS,,Late1:CLS,36,999,A2
,,11390_22,Mid1:CLS,,Late1:CLS,2,35,C2
,,11390_29,Early1:OPN,,Mid1:CLS,0,3,B1
,,11390_29,Mid1:CLS,,Mid1:CLS,4,999,C2
,,11390_8_9,Early1:ALL,,Late2:CLS,0,1,B1
,,11390_8_9,Late1:CLS,,Late1:CLS,60,999,C2
,,11390_8_9,Late2:CLS,,Late2:CLS,2,999,C1
,,11400_10_19,Early1:ALL,,Late1:CLS,0,4,B1
,,11400_10_19,Late1:CLS,,Late1:CLS,5,999,C2
,,11400_20,Early1:ALL,,Late1:CLS,0,4,B1
,,11400_20,Late1:CLS,,Late1:CLS,5,999,C2
,,11400_21,Early1:ALL,,Late1:CLS,0,3,B1
,,11400_21,Late1:CLS,,Late1:CLS,4,999,C2
,,11400_29,Early1:ALL,,Late1:CLS,0,4,B1
,,11400_29,Late1:CLS,,Late1:CLS,5,999,C2
,,11400_9,Early1:ALL,,Early1:ALL,0,999,B1
,,11400_9,Late1:OPN,,Late1:OPN,1,999,C1
,,11410_20,Early1:ALL,,Late1:CLS,0,15,B2
,,11410_20,Late1:CLS,,Late1:CLS,16,999,A1
,,11410_20,Mid1:OPN,,Mid1:OPN,1,999,C1
,,11410_29_30,Early1:ALL,,Mid1:CLS,0,3,B2
,,11410_29_30,Mid1:CLS,,Mid1:CLS,4,999,C1
,,11410_31,Early1:OPN,,Mid1:OPN,0,3,B2
,,11410_31,Late1:CLS,,Late1:CLS,13,999,A1
,,11410_31,Mid1:OPN,,Mid1:OPN,4,999,C1
,,11410_39,Early1:OPN,,Mid1:OPN,0,3,B2
,,11410_39,Late1:CLS,,Late1:CLS,13,999,A1
,,11410_39,Mid1:OPN,,Mid1:OPN,4,999,C1
,,11410_40,Early1:OPN,,Mid1:OPN,0,3,B2
,,11410_40,Late1:CLS,,Late1:CLS,13,999,A1
,,11410_40,Mid1:OPN,,Mid1:OPN,4,999,C1
,,11420_8,Early1:ALL,,Mid1:CLS,0,4,C2
,,11420_8,Late1:CLS,,Late1:CLS,20,999,D3
,,11420_8,Mid1:CLS,,Mid1:CLS,5,204,D1
,,11420_8,Mid1:OPN,,Mid1:OPN,10,999,B1
,,11420_9_10,Early1:ALL,,Mid1:CLS,0,4,A1
,,11420_9_10,Mid1:CLS,,Mid1:CLS,5,204,B2
,,11430_9_19_21_28,Early1:ALL,,Late1:CLS,0,9,B1
,,11430_9_19_21_28,Late1:CLS,,Late1:CLS,10,999,C2
,,11440_12_16_19_28,Early1:ALL,,Late1:CLS,0,2,B1
,,11440_12_16_19_28,Late1:CLS,,Late1:CLS,3,999,C2
,,11440_21_22,Early1:ALL,,Late1:CLS,0,2,B1
,,11440_21_22,Late1:CLS,,Late1:CLS,3,999,C2
,,11450_13,Early1:OPN,,Mid1:CLS,0,2,B1
,,11450_13,Late1:OPN,,Late1:OPN,23,522,A2
,,11450_13,Mid1:CLS,,Late1:OPN,3,22,C2
,,11450_16,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_16,Late1:OPN,,Late1:OPN,23,522,A2
,,11450_16,Mid1:OPN,,Late1:OPN,3,22,C2
,,11450_17,Early1:OPN,,Mid1:CLS,0,2,B1
,,11450_17,Late1:OPN,,Late1:OPN,23,522,A2
,,11450_17,Mid1:CLS,,Late1:OPN,3,22,C2
,,11450_20,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_20,Late1:OPN,,Late1:OPN,23,999,A2
,,11450_20,Mid1:OPN,,Late1:OPN,3,22,C2
,,11450_21,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_21,Late1:OPN,,Late1:OPN,23,999,A2
,,11450_21,Mid1:OPN,,Late1:OPN,3,22,C2
,,11450_22_24_28,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_22_24_28,Late1:OPN,,Late1:OPN,23,999,A2
,,11450_22_24_28,Mid1:OPN,,Late1:OPN,3,22,C2
,,11450_29,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_29,Mid1:OPN,,Mid1:OPN,3,999,C2
,,11450_9_10_19,Early1:OPN,,Mid1:OPN,0,2,B1
,,11450_9_10_19,Late1:OPN,,Late1:OPN,23,999,A2
,,11450_9_10_19,Mid1:OPN,,Late1:OPN,3,22,C2
,,11460_15_16_23_24_25_28,Early1:ALL,,Mid1:CLS,0,4,B1
,,11460_15_16_23_24_25_28,Late1:CLS,,Late1:CLS,10,909,D2
,,11460_15_16_23_24_25_28,Mid1:CLS,,Late1:CLS,5,9,C2
,,11460_26,Early1:ALL,,Early1:ALL,0,999,B1
,,11460_27,Early1:ALL,,Late1:CLS,0,4,B2
,,11460_27,Late1:CLS,,Late1:CLS,5,999,C1
,,11470_27_33,Early1:ALL,,Late1:CLS,0,6,B1
,,11470_27_33,Late1:CLS,,Late1:CLS,7,999,C2
,,11470_28,Early1:ALL,,Mid1:OPN,0,4,B2
,,11470_28,Mid1:CLS,,Mid1:CLS,3,999,C1
,,11470_28,Mid1:OPN,,Mid1:OPN,5,999,A1
,,11480_20_29_30,Early1:OPN,,Late1:CLS,0,3,B2
,,11480_20_29_30,Late1:CLS,,Late1:CLS,4,999,A1
,,11480_31_38,Early1:OPN,,Early1:OPN,0,2,B2
,,11480_31_38,Late1:CLS,,Late1:CLS,11,999,A1
,,11480_31_38,Mid1:OPN,,Late1:CLS,3,10,C1
,,11480_32,Early1:OPN,,Mid1:CLS,0,3,B1
,,11480_32,Late1:ALL,,Late1:ALL,45,999,A2
,,11480_32,Mid1:CLS,,Mid1:CLS,4,999,C2
,,11480_34_35,Early1:OPN,,Late1:OPN,0,3,B1
,,11480_34_35,Late1:CLS,,Late1:CLS,45,999,A2
,,11480_34_35,Late1:OPN,,Late1:OPN,4,999,C2
,,11490_25,Early1:OPN,,Late1:CLS,0,2,B1
,,11490_25,Late1:CLS,,Late1:CLS,3,999,C2
,,11490_25,Late1:OPN,,Late1:OPN,4,999,D2
,,11490_26,Early1:OPN,,Mid1:ALL,0,2,B1
,,11490_26,Late1:ALL,,Late1:OPN,4,8,A2
,,11490_26,Late1:OPN,,Late1:OPN,9,999,D2
,,11490_26,Mid1:ALL,,Mid1:ALL,3,999,C2
,,11490_27_38,Mid1:OPN,,Mid1:OPN,1,999,B2
,,11490_27_38,Mid2:CLS,,Mid2:CLS,0,999,C1
,,11490_27_38,Mid3:CLS,,Mid3:CLS,2,999,A1
,,11490_28,Early1:ALL,,Mid1:OPN,0,4,A2
,,11490_28,Late1:OPN,,Late1:OPN,0,999,B3
,,11490_28,Mid1:CLS,,Mid1:CLS,3,999,C2
,,11490_28,Mid1:OPN,,Mid1:OPN,5,999,B1
,,11490_29,Mid1:OPN,,Mid1:OPN,1,999,B2
,,11490_29,Mid2:CLS,,Mid2:CLS,0,999,C1
,,11490_29,Mid3:CLS,,Mid3:CLS,2,999,A1
,,11490_31_33,Mid1:OPN,,Mid1:OPN,1,999,B2
,,11490_31_33,Mid2:CLS,,Mid2:CLS,0,999,C1
,,11490_31_33,Mid3:CLS,,Mid3:CLS,2,999,A1
,,11490_34_35,Early1:OPN,,Late1:CLS,0,3,B2
,,11490_34_35,Late1:CLS,,Late1:CLS,4,999,C1
,,11500_31_39_40,Early1:OPN,,Mid1:CLS,0,1,B2
,,11500_31_39_40,Late1:CLS,,Late1:CLS,8,999,A1
,,11500_31_39_40,Mid1:CLS,,Late1:CLS,2,7,C1
,,11500_38,Early1:OPN,,Mid1:CLS,0,1,B2
,,11500_38,Late1:CLS,,Late1:CLS,8,999,A1
,,11500_38,Mid1:CLS,,Late1:CLS,2,7,C1
,,11510_4_5,Early1:OPN,,Mid1:OPN,0,9,B2
,,11510_4_5,Late1:CLS,,Late1:CLS,50,999,A1
,,11510_4_5,Mid1:OPN,,Late1:CLS,10,49,C1
,,11520_2_3_7,Early1:ALL,,Mid1:ALL,0,4,B2
,,11520_2_3_7,Late1:CLS,,Late1:CLS,25,999,C3
,,11520_2_3_7,Mid1:ALL,,Late1:CLS,5,24,C1
,,11520_4_5,Early1:ALL,,Mid1:ALL,0,4,B2
,,11520_4_5,Late1:CLS,,Late1:CLS,25,999,C3
,,11520_4_5,Mid1:ALL,,Late1:CLS,5,24,C1
,,11520_6,Early1:ALL,,Mid1:ALL,0,4,A1
,,11520_6,Late1:CLS,,Late1:CLS,25,999,C1
,,11520_6,Mid1:ALL,,Late1:CLS,5,24,B1
,,11530_16_23_24_25_27,Early1:ALL,,Mid1:OPN,0,2,B1
,,11530_16_23_24_25_27,Late1:OPN,,Late1:OPN,21,520,A2
,,11530_16_23_24_25_27,Mid1:OPN,,Late1:OPN,3,20,C2
,,11530_20_22_29_30,Early1:ALL,,Late1:OPN,0,2,B1
,,11530_20_22_29_30,Late1:OPN,,Late1:OPN,3,999,A2
,,11530_28,Early1:ALL,,Mid1:OPN,0,2,B1
,,11530_28,Late1:OPN,,Late1:OPN,21,999,A2
,,11530_28,Mid1:OPN,,Late1:OPN,3,20,C2
,,11530_6_10_12_13_17_18_19_21,Early1:ALL,,Late1:OPN,0,4,B1
,,11530_6_10_12_13_17_18_19_21,Late1:OPN,,Late1:OPN,5,999,C2
,,11530_7_8_9,Early1:ALL,,Mid1:OPN,0,4,B1
,,11530_7_8_9,Late1:OPN,,Late1:OPN,21,999,A2
,,11530_7_8_9,Mid1:OPN,,Late1:OPN,5,20,C2
,,11540_1_7_8_9,Early1:ALL,,Mid1:ALL,0,14,B2
,,11540_1_7_8_9,Late1:ALL,,Late1:ALL,50,999,C3
,,11540_1_7_8_9,Mid1:ALL,,Late1:ALL,15,49,C1
,,11540_10_19,Early1:ALL,,Mid1:OPN,0,4,B2
,,11540_10_19,Late1:CLS,,Late1:CLS,25,999,C3
,,11540_10_19,Mid1:OPN,,Late1:CLS,5,24,C1
,,11540_13,Early1:ALL,,Mid1:OPN,0,4,B2
,,11540_13,Late1:CLS,,Late1:CLS,20,999,C3
,,11540_13,Mid1:OPN,,Late1:CLS,5,19,C1
,,11540_18,Early1:ALL,,Mid1:OPN,0,4,B2
,,11540_18,Late1:CLS,,Late1:CLS,25,999,C3
,,11540_18,Mid1:OPN,,Late1:CLS,5,24,C1
,,11540_6_12_16_17,Early1:ALL,,Mid1:OPN,0,4,B2
,,11540_6_12_16_17,Late1:CLS,,Late1:CLS,50,999,C3
,,11540_6_12_16_17,Mid1:OPN,,Late1:CLS,5,49,C1
,,11550_13_14,Early1:ALL,,Mid1:CLS,0,4,B2
,,11550_13_14,Late1:CLS,,Late2:CLS,20,89,A3
,,11550_13_14,Late2:CLS,,Late2:CLS,90,999,C3
,,11550_13_14,Mid1:CLS,,Late1:CLS,5,19,C1
,,11550_13_14,Mid1:OPN,,Late2:CLS,1,89,A1
,,11550_15,Early1:ALL,,Mid1:CLS,0,4,B2
,,11550_15,Late1:CLS,,Late2:CLS,20,109,A3
,,11550_15,Late2:CLS,,Late2:CLS,110,999,C3
,,11550_15,Mid1:CLS,,Late1:CLS,5,19,C1
,,11550_25,Early1:ALL,,Late1:CLS,0,5,B1
,,11550_25,Late1:CLS,,Late1:CLS,6,999,C2
,,11550_26_35,Early1:OPN,,Mid1:OPN,0,10,B1
,,11550_26_35,Late1:CLS,,Early1:OPN,51,120,A2
,,11550_26_35,Mid1:OPN,,Late1:CLS,11,50,C2
,,11550_4,Early1:ALL,,Mid1:CLS,0,4,B2
,,11550_4,Late1:CLS,,Late2:OPN,20,89,A3
,,11550_4,Late2:OPN,,Late2:OPN,90,999,C3
,,11550_4,Mid1:CLS,,Late1:CLS,5,19,C1
,,11550_4,Mid2:CLS,,Late2:OPN,1,89,A1
,,11552_13_14_15,Early1:ALL,,Mid1:CLS,0,4,B2
,,11552_13_14_15,Late1:CLS,,Late1:CLS,20,999,C3
,,11552_13_14_15,Mid1:CLS,,Late1:CLS,5,19,C1
,,11560_1_2_7,Early1:ALL,,Mid1:CLS,0,15,B2
,,11560_1_2_7,Late1:CLS,,Late1:OPN,120,220,C3
,,11560_1_2_7,Late1:OPN,,Late1:OPN,220,999,A3
,,11560_1_2_7,Mid1:CLS,,Late1:CLS,16,120,C1
,,11570_1_2,Early1:ALL,,Late2:OPN,0,40,B2
,,11570_1_2,Late1:CLS,,Late1:CLS,6,999,C1
,,11570_1_2,Late2:OPN,,Late2:OPN,41,999,C2
,,11581_1_2_7,Early1:ALL,,Mid1:OPN,0,4,A2
,,11581_1_2_7,Late1:CLS,,Late1:CLS,85,999,B3
,,11581_1_2_7,Mid1:OPN,,Late1:CLS,5,84,B1
,,11582_1_2_7,Early1:ALL,,Mid1:OPN,0,4,A2
,,11582_1_2_7,Late1:CLS,,Late1:CLS,85,999,B3
,,11582_1_2_7,Mid1:OPN,,Late1:CLS,5,84,B1
,,11590_10_19,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_10_19,Late1:CLS,,Late1:CLS,50,999,C3
,,11590_10_19,Mid1:OPN,,Late1:CLS,5,49,C1
,,11590_12_17,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_12_17,Late1:CLS,,Late1:CLS,50,999,C3
,,11590_12_17,Mid1:OPN,,Late1:CLS,5,49,C1
,,11590_13,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_13,Late1:CLS,,Late1:CLS,20,999,C3
,,11590_13,Mid1:OPN,,Late1:CLS,5,19,C1
,,11590_15,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_15,Late1:CLS,,Late1:CLS,50,999,C3
,,11590_15,Mid1:OPN,,Late1:CLS,5,49,C1
,,11590_16_23_24_26,Early1:ALL,,Mid1:CLS,0,24,B1
,,11590_16_23_24_26,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11590_18,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_18,Late1:CLS,,Late1:CLS,25,999,C3
,,11590_18,Mid1:OPN,,Late1:CLS,5,24,C1
,,11590_20,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_20,Late1:CLS,,Late1:CLS,30,999,A1
,,11590_20,Mid1:OPN,,Late1:CLS,5,29,C1
,,11590_21,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_21,Late1:CLS,,Late1:CLS,25,999,C3
,,11590_21,Mid1:OPN,,Late1:CLS,5,24,C1
,,11590_22,Early1:ALL,,Mid1:CLS,0,24,B1
,,11590_22,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11590_25,Early1:ALL,,Mid1:CLS,0,24,B1
,,11590_25,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11590_27_33,Early1:ALL,,Mid1:CLS,0,24,B1
,,11590_27_33,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11590_28,Early1:ALL,,Mid1:CLS,0,24,B1
,,11590_28,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11590_29,Early1:ALL,,Mid1:OPN,0,4,B2
,,11590_29,Late1:CLS,,Late1:CLS,30,999,A1
,,11590_29,Mid1:OPN,,Late1:CLS,5,29,C1
,,11590_8_9,Early1:ALL,,Mid1:ALL,0,4,B2
,,11590_8_9,Late1:ALL,,Late1:ALL,50,999,C3
,,11590_8_9,Mid1:ALL,,Late1:ALL,5,49,C1
,,11600_10_19,Early1:ALL,,Mid1:CLS,0,24,B1
,,11600_10_19,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11600_12_17,Early1:ALL,,Mid1:CLS,0,24,B1
,,11600_12_17,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11600_15_28,Early1:ALL,,Late1:ALL,0,24,B1
,,11600_15_28,Late1:ALL,,Late1:ALL,25,999,C1
,,11600_16,Early1:ALL,,Mid1:CLS,0,24,B1
,,11600_16,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11600_18,Early1:ALL,,Mid1:CLS,0,9,B1
,,11600_18,Late1:CLS,,Late1:CLS,60,999,D1
,,11600_18,Mid1:CLS,,Late1:CLS,10,59,C1
,,11600_20_29,Early1:ALL,,Mid1:CLS,0,20,B1
,,11600_20_29,Mid1:CLS,,Mid1:CLS,21,999,C1
,,11600_21,Early1:ALL,,Mid1:CLS,0,3,B1
,,11600_21,Mid1:CLS,,Mid1:CLS,4,999,C1
,,11600_23,Early1:ALL,,Mid1:CLS,0,24,B1
,,11600_23,Mid1:CLS,,Mid1:CLS,25,999,C1
,,11600_8_9,Early1:ALL,,Mid1:ALL,0,24,B1
,,11600_8_9,Mid1:ALL,,Mid1:ALL,25,999,C1
,,11610_21,Early1:ALL,,Mid1:CLS,0,39,B1
,,11610_21,Late1:CLS,,Late1:CLS,150,999,A2
,,11610_21,Mid1:CLS,,Late1:CLS,40,149,C2
,,11610_9_10_19,Early1:ALL,,Mid1:CLS,0,39,B1
,,11610_9_10_19,Late1:CLS,,Late1:CLS,150,999,A2
,,11610_9_10_19,Mid1:CLS,,Late1:CLS,40,149,C2
,,11620_20,Early1:ALL,,Early2:OPN,0,4,B2
,,11620_20,Early2:OPN,,Mid1:CLS,5,14,C1
,,11620_20,Late1:CLS,,Late2:CLS,51,200,A3
,,11620_20,Late2:CLS,,Late2:CLS,51,999,C3
,,11620_20,Mid1:CLS,,Late1:CLS,15,50,A1
,,11620_22,Early1:ALL,,Early1:CLS,0,4,B2
,,11620_22,Early1:CLS,,Mid1:CLS,5,29,C1
,,11620_22,Late1:CLS,,Late1:CLS,5,999,C3
,,11620_22,Late1:OPN,,Late1:OPN,81,999,A3
,,11620_22,Mid1:CLS,,Late1:OPN,30,80,A1
,,11620_27_33,Early1:ALL,,Mid1:OPN,0,14,B1
,,11620_27_33,Late1:CLS,,Late1:CLS,71,999,C2
,,11620_27_33,Mid1:OPN,,Late1:CLS,15,70,A2
,,11620_29_30,Early1:ALL,,Mid1:CLS,0,14,B2
,,11620_29_30,Late1:CLS,,Late3:CLS,51,200,A1
,,11620_29_30,Late2:CLS,,Late2:CLS,150,999,A3
,,11620_29_30,Late3:CLS,,Late3:CLS,51,999,C3
,,11620_29_30,Mid1:CLS,,Late1:CLS,15,50,C1
,,11620_31_39_40,Early1:ALL,,Mid1:CLS,0,14,B2
,,11620_31_39_40,Late1:CLS,,Late2:CLS,51,149,A1
,,11620_31_39_40,Late2:CLS,,Late2:CLS,150,999,A3
,,11620_31_39_40,Late3:CLS,,Late3:CLS,100,999,C3
,,11620_31_39_40,Mid1:CLS,,Late1:CLS,15,50,C1
,,11620_32_35,Early1:OPN,,Late1:CLS,0,25,B1
,,11620_32_35,Late1:CLS,,Late1:CLS,26,999,C2
,,11620_34,Early1:ALL,,Mid1:OPN,0,8,B1
,,11620_34,Late1:CLS,,Late1:CLS,41,999,C2
,,11620_34,Mid1:OPN,,Late1:CLS,9,40,A2
,,11620_38,Early1:ALL,,Mid1:CLS,0,14,B2
,,11620_38,Late1:CLS,,Late2:CLS,51,149,A1
,,11620_38,Late2:CLS,,Late2:CLS,150,999,A3
,,11620_38,Late3:CLS,,Late3:CLS,100,999,C3
,,11620_38,Mid1:CLS,,Late1:CLS,15,50,C1
,,11630_3_4_5,Early1:ALL,,Mid1:CLS,0,1,B2
,,11630_3_4_5,Mid1:CLS,,Mid1:CLS,2,999,C1
,,11630_3_4_5,Mid1:OPN,,Mid1:CLS,2,3,A1
,,11650_1_7_8,Early1:ALL,,Late2:CLS,0,40,B2
,,11650_1_7_8,Late1:OPN,,Late1:OPN,41,999,A1
,,11650_1_7_8,Late2:CLS,,Late2:CLS,41,999,A3
