Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,10080_1_2_3_7,Early1:ALL,,Mid1:OPN,0,29,A1
,,10080_1_2_3_7,Mid1:CLS,,Mid1:CLS,30,999,C2
,,10080_1_2_3_7,Mid1:OPN,,Mid1:OPN,30,999,C1
,,10090_19,Early1:ALL,,Mid1:OPN,0,20,A1
,,10090_19,Late1:CLS,,Late1:CLS,120,999,C2
,,10090_19,Mid1:OPN,,Mid1:OPN,20,999,C1
,,10110_15,Early1:ALL,,Mid1:CLS,0,9,A1
,,10110_15,Late1:CLS,,Late1:CLS,70,999,C1
,,10110_15,Mid1:CLS,,Late1:CLS,10,69,B1
,,10110_16_23_24,Early1:ALL,,Mid1:CLS,0,39,B2
,,10110_16_23_24,Late1:ALL,,Late1:CLS,80,149,A3
,,10110_16_23_24,Late1:CLS,,Late1:CLS,150,999,C3
,,10110_16_23_24,Mid1:CLS,,Late1:ALL,40,79,C1
,,10110_16_23_24,Mid2:CLS,,Mid2:CLS,80,999,A1
,,10110_20_29,Early1:ALL,,Mid1:ALL,0,15,B2
,,10110_20_29,Late1:CLS,,Late1:CLS,40,999,A1
,,10110_20_29,Late1:OPN,,Late2:CLS,40,149,A3
,,10110_20_29,Late2:CLS,,Late2:CLS,150,999,C3
,,10110_20_29,Mid1:ALL,,Late1:CLS,16,39,C1
,,10110_21,Early1:ALL,,Mid1:ALL,0,9,B2
,,10110_21,Late1:CLS,,Late1:CLS,40,999,A1
,,10110_21,Late2:OPN,,Late3:CLS,40,149,A3
,,10110_21,Late3:CLS,,Late3:CLS,150,999,C3
,,10110_21,Mid1:ALL,,Late1:CLS,10,39,C1
,,10110_22,Early1:ALL,,Mid1:CLS,0,10,B2
,,10110_22,Late1:CLS,,Late1:CLS,61,999,A1
,,10110_22,Mid1:CLS,,Late1:CLS,11,60,C1
,,10110_27,Early1:ALL,,Mid1:CLS,0,9,B2
,,10110_27,Late1:ALL,,Late1:ALL,70,999,C3
,,10110_27,Mid1:CLS,,Late1:ALL,10,69,C1
,,10110_28,Early1:ALL,,Mid1:CLS,0,9,B2
,,10110_28,Late1:CLS,,Late1:CLS,70,999,C3
,,10110_28,Mid1:CLS,,Late1:CLS,10,69,C1
,,10110_6_10_12_17_18_19,Early1:CLS,,Mid1:CLS,0,9,B2
,,10110_6_10_12_17_18_19,Late1:CLS,,Late1:CLS,40,999,C3
,,10110_6_10_12_17_18_19,Late1:OPN,,Late1:OPN,100,999,A3
,,10110_6_10_12_17_18_19,Mid1:CLS,,Late1:CLS,10,39,C1
,,10110_7,Early1:ALL,,Mid1:CLS,0,39,A1
,,10110_7,Late1:ALL,,Late1:CLS,80,149,C1
,,10110_7,Late1:CLS,,Late1:CLS,150,999,D1
,,10110_7,Mid1:CLS,,Late1:ALL,40,79,B1
,,10110_7,Mid2:CLS,,Mid2:CLS,80,999,B2
,,10110_9,Early1:ALL,,Mid1:CLS,0,39,B2
,,10110_9,Late1:ALL,,Late1:CLS,80,149,A3
,,10110_9,Late1:CLS,,Late1:CLS,150,999,C3
,,10110_9,Mid1:CLS,,Late1:ALL,40,79,C1
,,10110_9,Mid2:CLS,,Mid2:CLS,80,999,A1
,,10120_16_27,Early1:ALL,,Mid1:CLS,0,8,B1
,,10120_16_27,Late1:CLS,,Late1:CLS,30,999,A2
,,10120_16_27,Mid1:CLS,,Late1:CLS,9,29,C2
,,10120_17_18_21,Early1:ALL,,Mid1:CLS,0,8,B1
,,10120_17_18_21,Late1:CLS,,Late1:CLS,30,999,A2
,,10120_17_18_21,Mid1:CLS,,Late1:CLS,9,29,C2
,,10130_31_38_39_40,Early1:ALL,,Late1:ALL,0,20,B2
,,10130_31_38_39_40,Late1:ALL,,Late1:ALL,21,999,C1
,,10130_31_38_39_40,Late1:CLS,,Late1:CLS,21,999,C3
,,10130_31_38_39_40,Late1:OPN,,Late1:OPN,21,999,A1
,,10140_4_5,Early1:ALL,,Mid1:CLS,0,24,B2
,,10140_4_5,Late1:CLS,,Late1:CLS,50,999,C3
,,10140_4_5,Mid1:CLS,,Late1:CLS,25,49,C1
,,10150_2_3_4,Early1:ALL,,Mid1:CLS,0,4,B2
,,10150_2_3_4,Late1:CLS,,Late1:CLS,50,999,C3
,,10150_2_3_4,Mid1:CLS,,Late1:CLS,5,49,C1
,,10160_13_14,Early1:OPN,,Mid1:OPN,0,9,B2
,,10160_13_14,Late1:OPN,,Late1:OPN,100,999,A3
,,10160_13_14,Mid1:OPN,,Mid2:OPN,10,29,C1
,,10160_13_14,Mid2:OPN,,Late1:OPN,30,99,A1
,,10160_15_28,Early1:ALL,,Mid1:OPN,0,59,B2
,,10160_15_28,Late1:CLS,,Late1:CLS,180,999,C3
,,10160_15_28,Late1:OPN,,Late1:OPN,160,999,A3
,,10160_15_28,Mid1:CLS,,Late1:CLS,60,179,C1
,,10160_15_28,Mid1:OPN,,Late1:OPN,60,159,A1
,,10160_16_23_24_25,Early1:ALL,,Mid1:OPN,0,59,B2
,,10160_16_23_24_25,Late1:CLS,,Late1:CLS,180,999,C3
,,10160_16_23_24_25,Late1:OPN,,Late1:OPN,160,999,A3
,,10160_16_23_24_25,Mid1:CLS,,Late1:CLS,60,179,C1
,,10160_16_23_24_25,Mid1:OPN,,Late1:OPN,60,159,A1
,,10160_17,Early1:ALL,,Mid1:OPN,0,59,B2
,,10160_17,Late1:CLS,,Late1:CLS,180,999,C3
,,10160_17,Late1:OPN,,Late1:OPN,160,999,A3
,,10160_17,Mid1:CLS,,Late1:CLS,60,179,C1
,,10160_17,Mid1:OPN,,Late1:OPN,60,159,A1
,,10160_22,Early1:OPN,,Mid1:OPN,0,30,B1
,,10160_22,Late1:OPN,,Late1:OPN,201,999,A2
,,10160_22,Mid1:OPN,,Late1:OPN,31,200,C2
,,10170_6_7_8_9_12_18,Early1:OPN,,Mid1:OPN,0,9,A1
,,10170_6_7_8_9_12_18,Late1:CLS,,Late1:CLS,120,999,D1
,,10170_6_7_8_9_12_18,Late1:OPN,,Late1:CLS,40,119,C1
,,10170_6_7_8_9_12_18,Late2:OPN,,Late2:OPN,30,999,C2
,,10170_6_7_8_9_12_18,Mid1:OPN,,Late1:OPN,10,39,B1
,,10180_1_7,Early1:ALL,,Mid1:CLS,0,19,B2
,,10180_1_7,Late1:CLS,,Late1:CLS,100,999,C3
,,10180_1_7,Late1:OPN,,Late1:OPN,75,999,A3
,,10180_1_7,Mid1:CLS,,Late1:CLS,20,99,C1
,,10180_1_7,Mid1:OPN,,Late1:OPN,20,74,A1
,,10190_13_14,Early1:OPN,,Mid1:OPN,0,9,B2
,,10190_13_14,Late1:OPN,,Late1:OPN,100,999,A3
,,10190_13_14,Mid1:OPN,,Mid2:OPN,10,29,C1
,,10190_13_14,Mid2:OPN,,Late1:OPN,30,99,A1
,,10190_15,Early1:OPN,,Mid1:OPN,0,9,B2
,,10190_15,Late1:OPN,,Late1:OPN,100,999,A3
,,10190_15,Mid1:OPN,,Mid2:OPN,10,29,C1
,,10190_15,Mid2:OPN,,Late1:OPN,30,99,A1
,,10190_4,Early1:OPN,,Mid1:OPN,0,9,B2
,,10190_4,Late1:OPN,,Late2:OPN,150,299,A3
,,10190_4,Late2:OPN,,Late2:OPN,300,999,C3
,,10190_4,Mid1:OPN,,Mid2:OPN,10,29,C1
,,10190_4,Mid2:OPN,,Late1:OPN,30,149,A1
,,10190_6_7_9_12_16_17_18_19,Early1:OPN,,Mid1:OPN,0,49,A1
,,10190_6_7_9_12_16_17_18_19,Late1:OPN,,Late2:OPN,100,199,C1
,,10190_6_7_9_12_16_17_18_19,Late2:OPN,,Late2:OPN,200,999,D1
,,10190_6_7_9_12_16_17_18_19,Mid1:OPN,,Late1:OPN,50,99,B1
,,10200_13,Early1:ALL,,Mid1:OPN,0,149,B2
,,10200_13,Late1:OPN,,Late1:OPN,350,999,A3
,,10200_13,Mid1:OPN,,Late1:OPN,150,349,A1
,,10200_6_9_12_17,Early1:ALL,,Mid1:OPN,0,99,B2
,,10200_6_9_12_17,Late1:OPN,,Late1:OPN,250,999,A3
,,10200_6_9_12_17,Mid1:OPN,,Late1:OPN,100,249,A1
,,10210_2_3_6_7,Early1:ALL,,Mid1:OPN,0,49,B2
,,10210_2_3_6_7,Late1:CLS,,Late1:CLS,151,999,C3
,,10210_2_3_6_7,Late1:OPN,,Late1:OPN,151,999,A3
,,10210_2_3_6_7,Mid1:CLS,,Late1:CLS,50,150,C1
,,10210_2_3_6_7,Mid1:OPN,,Late1:OPN,50,150,A1
,,10220_2_3_6_7,Early1:ALL,,Mid1:OPN,0,49,B2
,,10220_2_3_6_7,Late1:CLS,,Late1:CLS,151,999,C3
,,10220_2_3_6_7,Late1:OPN,,Late1:OPN,151,999,A3
,,10220_2_3_6_7,Mid1:CLS,,Late1:CLS,50,150,C1
,,10220_2_3_6_7,Mid1:OPN,,Late1:OPN,50,150,A1
,,10230_14_15_24_25,Early1:ALL,,Mid1:OPN,0,29,B2
,,10230_14_15_24_25,Late1:OPN,,Late1:OPN,130,999,A3
,,10230_14_15_24_25,Mid1:CLS,,Late1:OPN,30,129,C1
,,10230_14_15_24_25,Mid1:OPN,,Late1:OPN,30,129,A1
,,10240_14_15_24,Early1:ALL,,Mid1:OPN,0,29,B2
,,10240_14_15_24,Late1:OPN,,Late1:OPN,130,999,A3
,,10240_14_15_24,Mid1:CLS,,Late1:OPN,30,129,C1
,,10240_14_15_24,Mid1:OPN,,Late1:OPN,30,129,A1
,,10240_25_27,Early1:ALL,,Mid1:OPN,0,20,B1
,,10240_25_27,Late1:OPN,,Late1:OPN,71,999,B3
,,10240_25_27,Mid1:CLS,,Late1:OPN,21,70,C2
,,10240_25_27,Mid1:OPN,,Late1:OPN,21,70,A2
,,10240_26,Early1:ALL,,Mid1:OPN,0,12,B2
,,10240_26,Late1:OPN,,Late1:OPN,36,999,A1
,,10240_26,Mid1:OPN,,Late1:OPN,13,35,C1
,,10250_14_15_24_25_26,Early1:ALL,,Mid1:CLS,0,9,B2
,,10250_14_15_24_25_26,Late1:CLS,,Late1:CLS,85,984,C3
,,10250_14_15_24_25_26,Mid1:CLS,,Late1:CLS,10,84,C1
,,10260_15,Early1:ALL,,Mid1:CLS,0,34,B2
,,10260_15,Late1:CLS,,Late1:CLS,105,999,C3
,,10260_15,Late1:OPN,,Late1:OPN,105,999,A3
,,10260_15,Mid1:CLS,,Late1:CLS,35,104,C1
,,10260_15,Mid1:OPN,,Late1:OPN,35,104,A1
,,10270_2_3_7,Early1:ALL,,Mid1:OPN,0,49,B2
,,10270_2_3_7,Late1:CLS,,Late1:CLS,210,999,C3
,,10270_2_3_7,Late1:OPN,,Late1:OPN,90,999,A3
,,10270_2_3_7,Mid1:CLS,,Late1:CLS,50,209,C1
,,10270_2_3_7,Mid1:OPN,,Late1:OPN,50,89,A1
,,10270_4_5_6,Early1:ALL,,Mid1:CLS,0,49,B2
,,10270_4_5_6,Late1:CLS,,Late1:CLS,100,999,C3
,,10270_4_5_6,Late1:OPN,,Late1:OPN,130,999,A3
,,10270_4_5_6,Mid1:CLS,,Late1:CLS,50,99,C1
,,10270_4_5_6,Mid1:OPN,,Late1:OPN,25,129,A1
,,10280_2_3,Early1:ALL,,Mid1:OPN,0,49,B2
,,10280_2_3,Late1:CLS,,Late1:CLS,210,999,C3
,,10280_2_3,Late1:OPN,,Late1:OPN,120,999,A3
,,10280_2_3,Mid1:CLS,,Late1:CLS,50,209,C1
,,10280_2_3,Mid1:OPN,,Late1:OPN,50,119,A1
,,10280_4_6_7_12,Early1:ALL,,Mid1:CLS,0,49,B2
,,10280_4_6_7_12,Late1:CLS,,Late1:CLS,100,999,C3
,,10280_4_6_7_12,Late1:OPN,,Late1:OPN,130,999,A3
,,10280_4_6_7_12,Mid1:CLS,,Late1:CLS,50,99,C1
,,10280_4_6_7_12,Mid1:OPN,,Late1:OPN,25,129,A1
,,10290_2_3_4_5_6_7_12,Early1:ALL,,Mid1:OPN,0,39,B2
,,10290_2_3_4_5_6_7_12,Late1:CLS,,Late1:CLS,100,999,C3
,,10290_2_3_4_5_6_7_12,Late1:OPN,,Late1:OPN,100,999,A3
,,10290_2_3_4_5_6_7_12,Mid1:CLS,,Late1:CLS,40,99,C1
,,10290_2_3_4_5_6_7_12,Mid1:OPN,,Late1:OPN,40,99,A1
,,10300_2_3_4_5_6_7,Early1:ALL,,Mid1:OPN,0,24,B2
,,10300_2_3_4_5_6_7,Mid1:CLS,,Mid1:CLS,25,999,C1
,,10300_2_3_4_5_6_7,Mid1:OPN,,Mid1:OPN,25,999,A1
,,10310_2_3_4_5_6_12,Early1:ALL,,Mid1:CLS,0,49,B2
,,10310_2_3_4_5_6_12,Late1:CLS,,Late1:CLS,150,999,C3
,,10310_2_3_4_5_6_12,Late1:OPN,,Late1:OPN,200,999,A3
,,10310_2_3_4_5_6_12,Mid1:CLS,,Late1:CLS,50,149,C1
,,10310_2_3_4_5_6_12,Mid1:OPN,,Late1:OPN,25,199,A1
,,10310_7,Early1:ALL,,Mid1:OPN,0,29,B2
,,10310_7,Late1:CLS,,Late1:CLS,130,999,C3
,,10310_7,Late1:OPN,,Late1:OPN,80,999,A3
,,10310_7,Mid1:CLS,,Late1:CLS,30,129,C1
,,10310_7,Mid1:OPN,,Late1:OPN,30,79,A1
,,10320_2_3_7,Early1:ALL,,Mid1:CLS,0,29,B2
,,10320_2_3_7,Late1:CLS,,Late1:CLS,90,999,C3
,,10320_2_3_7,Late1:OPN,,Late1:OPN,90,999,A3
,,10320_2_3_7,Mid1:CLS,,Late1:CLS,30,89,C1
,,10320_2_3_7,Mid1:OPN,,Late1:OPN,30,89,A1
,,10321_6,Early1:ALL,,Mid1:CLS,0,49,B2
,,10321_6,Late1:CLS,,Late1:CLS,120,999,C3
,,10321_6,Late1:OPN,,Late1:OPN,140,999,A3
,,10321_6,Mid1:CLS,,Late1:CLS,50,119,C1
,,10321_6,Mid1:OPN,,Late1:OPN,30,139,A1
,,10322_6,Early1:ALL,,Mid1:CLS,0,54,B2
,,10322_6,Late1:CLS,,Late1:CLS,140,999,C3
,,10322_6,Late1:OPN,,Late1:OPN,160,999,A3
,,10322_6,Mid1:CLS,,Late1:CLS,55,139,C1
,,10322_6,Mid1:OPN,,Late1:OPN,55,159,A1
,,10330_12,Early1:ALL,,Late1:OPN,0,99,B1
,,10330_12,Late1:OPN,,Late2:CLS,100,199,A2
,,10330_12,Late2:CLS,,Late2:CLS,200,999,C2
,,10330_3_6_7,Early1:ALL,,Late1:OPN,0,199,A1
,,10330_3_6_7,Late1:OPN,,Late1:OPN,200,999,C1
,,10330_3_6_7,Late2:CLS,,Late2:CLS,100,999,B2
,,10340_4_6_7,Early1:ALL,,Mid1:OPN,0,49,B2
,,10340_4_6_7,Late1:OPN,,Late1:OPN,120,999,A3
,,10340_4_6_7,Mid1:OPN,,Late1:OPN,50,119,A1
,,10350_1_2_7,Early1:ALL,,Mid1:CLS,0,19,B2
,,10350_1_2_7,Late1:CLS,,Late1:CLS,60,999,C3
,,10350_1_2_7,Late1:OPN,,Late1:OPN,60,999,A3
,,10350_1_2_7,Mid1:CLS,,Late1:CLS,20,59,C1
,,10350_1_2_7,Mid1:OPN,,Late1:OPN,20,59,A1
,,10360_1_2,Early1:ALL,,Mid1:CLS,0,20,B2
,,10360_1_2,Late1:CLS,,Late1:CLS,60,999,C3
,,10360_1_2,Mid1:CLS,,Late1:CLS,21,59,C1
,,10360_1_2,Mid2:CLS,,Mid2:OPN,21,59,A1
,,10360_1_2,Mid2:OPN,,Late1:CLS,60,89,A3
,,10370_1_2_7,Early1:ALL,,Mid1:CLS,0,19,B2
,,10370_1_2_7,Late1:CLS,,Late1:CLS,100,999,C3
,,10370_1_2_7,Late1:OPN,,Late1:CLS,100,149,A3
,,10370_1_2_7,Mid1:CLS,,Late1:CLS,20,99,C1
,,10370_1_2_7,Mid1:OPN,,Late1:CLS,20,99,A1
,,10380_1_7,Early1:ALL,,Late1:CLS,0,150,B2
,,10380_1_7,Late1:CLS,,Late1:CLS,151,999,B3
,,10390_1_2_3_7,Early1:ALL,,Mid1:CLS,0,19,B2
,,10390_1_2_3_7,Late1:CLS,,Late1:CLS,100,999,C3
,,10390_1_2_3_7,Late1:OPN,,Late1:CLS,100,150,A3
,,10390_1_2_3_7,Mid1:CLS,,Late1:CLS,20,99,C1
,,10390_1_2_3_7,Mid1:OPN,,Late1:OPN,20,99,A1
,,10411_1_7,Early1:ALL,,Mid1:CLS,0,100,B2
,,10411_1_7,Late1:CLS,,Late1:CLS,250,999,C3
,,10411_1_7,Late1:OPN,,Late1:OPN,250,999,A3
,,10411_1_7,Mid1:CLS,,Late1:CLS,100,250,C1
,,10411_1_7,Mid1:OPN,,Late1:OPN,100,250,A1
,,10412_1_7,Early1:ALL,,Mid1:CLS,0,49,B2
,,10412_1_7,Late1:CLS,,Late1:CLS,200,999,C3
,,10412_1_7,Late1:OPN,,Late1:CLS,200,300,A3
,,10412_1_7,Mid1:CLS,,Late1:CLS,50,199,C1
,,10412_1_7,Mid1:OPN,,Late1:OPN,50,199,A1
,,10420_1_7,Early1:ALL,,Mid1:CLS,0,35,B2
,,10420_1_7,Late1:CLS,,Late1:CLS,201,999,C3
,,10420_1_7,Late1:OPN,,Late1:OPN,201,999,A3
,,10420_1_7,Mid1:CLS,,Late1:CLS,36,200,C1
,,10420_1_7,Mid1:OPN,,Late1:CLS,36,200,A1
,,10430_5,Early1:ALL,,Mid1:CLS,0,29,B2
,,10430_5,Late1:CLS,,Late1:CLS,50,999,C3
,,10430_5,Mid1:CLS,,Late1:CLS,30,49,C1
,,10431_2_3_6_7,Early1:ALL,,Mid1:OPN,0,39,B2
,,10431_2_3_6_7,Late1:CLS,,Late1:CLS,160,999,C3
,,10431_2_3_6_7,Late1:OPN,,Late1:OPN,90,999,A3
,,10431_2_3_6_7,Mid1:CLS,,Late1:CLS,40,159,C1
,,10431_2_3_6_7,Mid1:OPN,,Late1:OPN,40,89,A1
,,10432_2_3,Early1:ALL,,Mid1:OPN,0,29,B2
,,10432_2_3,Late1:CLS,,Late1:CLS,120,999,C3
,,10432_2_3,Late1:OPN,,Late1:OPN,70,999,A3
,,10432_2_3,Mid1:CLS,,Late1:CLS,30,119,C1
,,10432_2_3,Mid1:OPN,,Late1:OPN,30,69,A1
,,10440_3_6_7,Early1:ALL,,Mid1:CLS,0,19,B2
,,10440_3_6_7,Late1:CLS,,Late1:CLS,81,999,C3
,,10440_3_6_7,Late1:OPN,,Late1:CLS,81,160,A3
,,10440_3_6_7,Mid1:CLS,,Late1:CLS,20,80,C1
,,10440_3_6_7,Mid1:OPN,,Late1:OPN,20,80,A1
,,10450_1_7_8_9,Early1:ALL,,Mid1:OPN,0,29,B2
,,10450_1_7_8_9,Late1:CLS,,Late1:CLS,175,999,C3
,,10450_1_7_8_9,Late1:OPN,,Late1:OPN,100,999,A3
,,10450_1_7_8_9,Mid1:CLS,,Late1:CLS,30,174,C1
,,10450_1_7_8_9,Mid1:OPN,,Late1:OPN,30,99,A1
,,10450_21,Early1:ALL,,Mid1:OPN,0,39,B2
,,10450_21,Late1:CLS,,Late1:CLS,150,999,C3
,,10450_21,Late1:OPN,,Late1:OPN,115,999,A3
,,10450_21,Mid1:CLS,,Late1:CLS,40,149,C1
,,10450_21,Mid1:OPN,,Late1:OPN,40,114,A1
,,10451_10_19,Early1:ALL,,Mid1:OPN,0,29,B2
,,10451_10_19,Late1:CLS,,Late1:CLS,150,999,C3
,,10451_10_19,Late1:OPN,,Late1:OPN,115,999,A3
,,10451_10_19,Mid1:CLS,,Late1:CLS,35,149,C1
,,10451_10_19,Mid1:OPN,,Late1:OPN,30,114,A1
,,10451_20,Early1:ALL,,Mid1:CLS,0,30,B2
,,10451_20,Late1:CLS,,Late1:CLS,111,999,C3
,,10451_20,Late1:OPN,,Late1:OPN,111,999,A3
,,10451_20,Mid1:CLS,,Late1:CLS,31,110,C1
,,10451_20,Mid1:OPN,,Late1:OPN,31,110,A1
,,10452_10_19,Early1:ALL,,Mid1:CLS,0,19,B2
,,10452_10_19,Late1:CLS,,Late1:CLS,80,999,C3
,,10452_10_19,Late1:OPN,,Late1:CLS,80,119,A3
,,10452_10_19,Mid1:CLS,,Late1:CLS,20,79,C1
,,10452_10_19,Mid1:OPN,,Late1:OPN,20,79,A1
,,10453_10_19,Early1:ALL,,Mid1:CLS,0,29,B2
,,10453_10_19,Late1:CLS,,Late1:CLS,125,999,C3
,,10453_10_19,Late1:OPN,,Late1:CLS,125,165,A3
,,10453_10_19,Mid1:CLS,,Late1:CLS,30,124,C1
,,10453_10_19,Mid1:OPN,,Late1:CLS,30,124,A1
,,10454_20,Early1:ALL,,Mid1:CLS,0,20,B2
,,10454_20,Late1:CLS,,Late1:CLS,91,999,C3
,,10454_20,Late1:OPN,,Late1:OPN,91,999,A3
,,10454_20,Mid1:CLS,,Late1:CLS,21,90,C1
,,10454_20,Mid1:OPN,,Late1:OPN,21,90,A1
,,10460_1_7_9,Early1:ALL,,Late1:OPN,0,99,B1
,,10460_1_7_9,Late1:OPN,,Late2:CLS,100,199,A2
,,10460_1_7_9,Late2:CLS,,Late2:CLS,200,999,C2
,,10460_10_19_20,Early1:ALL,,Mid1:CLS,0,79,B2
,,10460_10_19_20,Late1:CLS,,Late1:CLS,150,999,C3
,,10460_10_19_20,Late1:OPN,,Late1:OPN,150,999,A3
,,10460_10_19_20,Mid1:CLS,,Late1:CLS,80,149,C1
,,10460_10_19_20,Mid1:OPN,,Late1:OPN,80,149,A1
,,10460_18,Early3:OPN,,Mid3:OPN,0,49,A1
,,10460_18,Late3:CLS,,Late3:CLS,350,999,D1
,,10460_18,Late3:OPN,,Late3:CLS,150,349,C1
,,10460_18,Mid3:OPN,,Late3:OPN,50,149,B1
,,10460_21,Early1:ALL,,Mid1:CLS,0,49,B2
,,10460_21,Late1:CLS,,Late1:CLS,130,999,C3
,,10460_21,Late1:OPN,,Late1:OPN,130,999,A3
,,10460_21,Mid1:CLS,,Late1:CLS,50,129,C1
,,10460_21,Mid1:OPN,,Late1:OPN,50,129,A1
,,10470_10_19,Early1:ALL,,Mid1:CLS,0,19,B2
,,10470_10_19,Late1:CLS,,Late1:CLS,80,999,C3
,,10470_10_19,Late1:OPN,,Late1:CLS,80,109,A3
,,10470_10_19,Mid1:CLS,,Late1:CLS,20,79,C1
,,10470_10_19,Mid1:OPN,,Mid1:CLS,20,44,A1
,,10470_8_9,Early1:ALL,,Mid1:CLS,0,29,B2
,,10470_8_9,Late1:CLS,,Late1:CLS,100,998,C3
,,10470_8_9,Late1:OPN,,Late1:OPN,80,999,A3
,,10470_8_9,Mid1:CLS,,Late1:CLS,30,99,C1
,,10470_8_9,Mid1:OPN,,Late1:OPN,30,79,A1
,,10472_10_19,Early1:ALL,,Mid1:CLS,0,19,B2
,,10472_10_19,Late1:CLS,,Late1:CLS,100,999,C3
,,10472_10_19,Late1:OPN,,Late1:CLS,100,119,A3
,,10472_10_19,Mid1:CLS,,Late1:CLS,20,99,C1
,,10472_10_19,Mid1:OPN,,Mid1:CLS,20,39,A1
,,10480_29,Early1:ALL,,Early1:CLS,0,19,A1
,,10480_29,Early1:CLS,,Mid1:CLS,20,39,B1
,,10480_29,Late1:CLS,,Late1:CLS,130,999,E1
,,10480_29,Mid1:CLS,,Mid2:OPN,40,79,C1
,,10480_29,Mid2:OPN,,Late1:CLS,80,129,D1
,,10490_16_22,Early1:ALL,,Mid1:OPN,0,50,B1
,,10490_16_22,Late1:CLS,,Late1:CLS,101,999,A2
,,10490_16_22,Mid1:OPN,,Late1:CLS,51,100,C2
,,10490_19_20_21_23_28_29,Early1:ALL,,Mid1:OPN,0,99,A1
,,10490_19_20_21_23_28_29,Late1:CLS,,Late1:CLS,300,999,C1
,,10490_19_20_21_23_28_29,Mid1:OPN,,Late1:CLS,0,299,B1
,,10500_16_23_28,Early1:ALL,,Mid1:CLS,0,19,A1
,,10500_16_23_28,Late1:CLS,,Late1:CLS,80,499,C1
,,10500_16_23_28,Mid1:CLS,,Late1:CLS,20,79,B1
,,10500_18,Early1:ALL,,Mid1:CLS,0,19,B1
,,10500_18,Late1:CLS,,Late1:CLS,80,499,A2
,,10500_18,Mid1:CLS,,Late1:CLS,20,79,C2
,,10500_22,Early1:ALL,,Mid1:ALL,0,19,B2
,,10500_22,Late1:CLS,,Late1:CLS,80,999,A1
,,10500_22,Mid1:ALL,,Late1:CLS,20,79,C1
,,10510_15_16_17_22_23_24_25,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_15_16_17_22_23_24_25,Late1:CLS,,Late1:CLS,105,999,C3
,,10510_15_16_17_22_23_24_25,Late1:OPN,,Late1:OPN,105,999,A3
,,10510_15_16_17_22_23_24_25,Mid1:CLS,,Late1:CLS,35,104,C1
,,10510_15_16_17_22_23_24_25,Mid1:OPN,,Late1:OPN,35,104,A1
,,10510_18_21,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_18_21,Late1:CLS,,Late1:CLS,105,999,C3
,,10510_18_21,Late1:OPN,,Late1:OPN,105,999,A3
,,10510_18_21,Mid1:CLS,,Late1:CLS,35,104,C1
,,10510_18_21,Mid1:OPN,,Late1:OPN,35,104,A1
,,10510_27,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_27,Late1:CLS,,Late1:CLS,105,999,C3
,,10510_27,Late1:OPN,,Late1:OPN,105,999,A3
,,10510_27,Mid1:CLS,,Late1:CLS,35,104,C1
,,10510_27,Mid1:OPN,,Late1:OPN,35,104,A1
,,10510_28,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_28,Late1:CLS,,Late1:CLS,150,999,C3
,,10510_28,Late1:OPN,,Late1:OPN,150,999,A3
,,10510_28,Mid1:CLS,,Mid1:OPN,35,109,C1
,,10510_28,Mid1:OPN,,Late1:OPN,35,149,A1
,,10510_29,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_29,Late1:CLS,,Late1:CLS,105,999,C3
,,10510_29,Late1:OPN,,Late1:OPN,105,999,A3
,,10510_29,Mid1:CLS,,Late1:CLS,35,104,C1
,,10510_29,Mid1:OPN,,Late1:OPN,35,104,A1
,,10510_6,Early1:ALL,,Mid1:CLS,0,34,B2
,,10510_6,Late1:CLS,,Late1:CLS,105,999,C3
,,10510_6,Late1:OPN,,Late1:OPN,105,999,A3
,,10510_6,Mid1:CLS,,Late1:CLS,35,104,C1
,,10510_6,Mid1:OPN,,Late1:OPN,35,104,A1
,,10520_12,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_12,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_12,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_12,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_12,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_13,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_13,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_13,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_13,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_13,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_15,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_15,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_15,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_15,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_15,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_16_23_24,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_16_23_24,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_16_23_24,Late1:OPN,,Late1:OPN,100,999,A3
