bps_model_id,state_class_source,state_class_to,transition_type_id,probability,return_interval(years),age_reset,tst_min
10510_29,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10510_29,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,70
10510_29,Late1:OPN,Late1:OPN,Competition or Maintenance,0.001,"1,000",No,0
10510_29,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10510_29,Late1:OPN,Late1:OPN,Mixed Fire,0.013,77,No,0
10510_29,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10510_29,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10510_29,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.004,250,Yes,0
10510_29,Mid1:CLS,Mid1:CLS,Competition or Maintenance,0.01,100,No,0
10510_29,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10510_29,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0222,45,Yes,0
10510_29,Mid1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10510_29,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10510_29,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,68
10510_29,Mid1:OPN,Mid1:OPN,Competition or Maintenance,0.005,200,No,0
10510_29,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10510_29,Mid1:OPN,Mid1:OPN,Mixed Fire,0.013,77,No,0
10510_29,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10510_6,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10510_6,Early1:ALL,Early1:ALL,Replacement Fire,0.04,25,Yes,0
10510_6,Late1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10510_6,Late1:CLS,Early1:ALL,Wind or Weather or Stress,0.004,250,Yes,0
10510_6,Late1:CLS,Late1:CLS,Competition or Maintenance,0.01,100,No,0
10510_6,Late1:CLS,Late1:CLS,Surface Fire,0.02,50,No,0
10510_6,Late1:CLS,Late1:OPN,Insects or Disease,0.0125,80,Yes,0
10510_6,Late1:CLS,Late1:OPN,Mixed Fire,0.0222,45,Yes,0
10510_6,Late1:CLS,Mid1:OPN,Insects or Disease,0.0125,80,Yes,0
10510_6,Late1:OPN,Early1:ALL,Replacement Fire,0.002,500,Yes,0
10510_6,Late1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10510_6,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,70
10510_6,Late1:OPN,Late1:OPN,Competition or Maintenance,0.001,"1,000",No,0
10510_6,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10510_6,Late1:OPN,Late1:OPN,Mixed Fire,0.013,77,No,0
10510_6,Late1:OPN,Late1:OPN,Surface Fire,0.1,10,No,0
10510_6,Mid1:CLS,Early1:ALL,Replacement Fire,0.007,143,Yes,0
10510_6,Mid1:CLS,Early1:ALL,Wind or Weather or Stress,0.004,250,Yes,0
10510_6,Mid1:CLS,Mid1:CLS,Competition or Maintenance,0.01,100,No,0
10510_6,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10510_6,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0222,45,Yes,0
10510_6,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10510_6,Mid1:OPN,Early1:ALL,Wind or Weather or Stress,0.001,"1,000",Yes,0
10510_6,Mid1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,68
10510_6,Mid1:OPN,Mid1:OPN,Competition or Maintenance,0.005,200,No,0
10510_6,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10510_6,Mid1:OPN,Mid1:OPN,Mixed Fire,0.013,77,No,0
10510_6,Mid1:OPN,Mid1:OPN,Surface Fire,0.1,10,No,0
10520_12,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_12,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_12,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_12,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_12,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_12,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_12,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_12,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_12,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_12,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_12,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_12,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_12,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_12,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_12,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_12,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_12,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_12,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_12,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_12,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_12,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_12,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_12,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_13,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10520_13,Early1:ALL,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10520_13,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_13,Late1:CLS,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10520_13,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_13,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_13,Late1:CLS,Late1:OPN,Mixed Fire,0.01,100,Yes,0
10520_13,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_13,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_13,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_13,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,65
10520_13,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_13,Late1:OPN,Late1:OPN,Surface Fire,0.028,36,No,0
10520_13,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_13,Mid1:CLS,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10520_13,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_13,Mid1:CLS,Mid1:OPN,Mixed Fire,0.01,100,Yes,0
10520_13,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_13,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_13,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_13,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_13,Mid1:OPN,Mid1:OPN,Surface Fire,0.028,36,No,0
10520_13,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_15,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_15,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_15,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_15,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_15,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_15,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_15,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_15,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_15,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_15,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_15,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_15,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_15,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_15,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_15,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_15,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_15,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_15,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_15,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_15,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_15,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_15,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_15,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_16_23_24,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_16_23_24,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_16_23_24,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,Yes,0
10520_16_23_24,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_16_23_24,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_16_23_24,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_16_23_24,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_16_23_24,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_16_23_24,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_16_23_24,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_16_23_24,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_16_23_24,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_16_23_24,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_16_23_24,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_16_23_24,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_16_23_24,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_16_23_24,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_16_23_24,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_16_23_24,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_16_23_24,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_16_23_24,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_16_23_24,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_16_23_24,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_17,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_17,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_17,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_17,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_17,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_17,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_17,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_17,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_17,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_17,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_17,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_17,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_17,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_17,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_17,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_17,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_17,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_17,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_17,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_17,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_17,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_17,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_17,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_18,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_18,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_18,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_18,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_18,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_18,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_18,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_18,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_18,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_18,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_18,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_18,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_18,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_18,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_18,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_18,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_18,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_18,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_18,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_18,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_18,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_18,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_18,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_21,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_21,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_21,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_21,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_21,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_21,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_21,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_21,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_21,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_21,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_21,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_21,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_21,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_21,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_21,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_21,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_21,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_21,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_21,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_21,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_21,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_21,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_21,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_25,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10520_25,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_25,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_25,Late1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_25,Late1:CLS,Late1:CLS,Surface Fire,0.021,48,No,0
10520_25,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_25,Late1:CLS,Late1:OPN,Mixed Fire,0.021,48,Yes,0
10520_25,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_25,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_25,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_25,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,35
10520_25,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_25,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_25,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_25,Mid1:CLS,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_25,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_25,Mid1:CLS,Mid1:OPN,Mixed Fire,0.021,48,Yes,0
10520_25,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_25,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_25,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_25,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_25,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_25,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_27,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10520_27,Early1:ALL,Early1:ALL,Replacement Fire,0.008,125,Yes,0
10520_27,Early1:ALL,Early1:ALL,Wind or Weather or Stress,0.007,143,No,0
10520_27,Late1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_27,Late1:CLS,Late1:OPN,Insects or Disease,0.012,83,Yes,0
10520_27,Late1:CLS,Late1:OPN,Mixed Fire,0.025,40,Yes,0
10520_27,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_27,Late1:CLS,Mid1:OPN,Insects or Disease,0.008,125,Yes,0
10520_27,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_27,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,40
10520_27,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10520_27,Late1:OPN,Late1:OPN,Surface Fire,0.025,40,No,0
10520_27,Late1:OPN,Late1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_27,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_27,Mid1:CLS,Mid1:CLS,Insects or Disease,0.02,50,No,0
10520_27,Mid1:CLS,Mid1:OPN,Mixed Fire,0.025,40,Yes,0
10520_27,Mid1:CLS,Mid1:OPN,Wind or Weather or Stress,0.005,200,Yes,0
10520_27,Mid1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10520_27,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,35
10520_27,Mid1:OPN,Mid1:OPN,Insects or Disease,0.01,100,No,0
10520_27,Mid1:OPN,Mid1:OPN,Surface Fire,0.025,40,No,0
10520_27,Mid1:OPN,Mid1:OPN,Wind or Weather or Stress,0.001,"1,000",No,0
10520_28,Early1:ALL,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_28,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,20
10520_28,Early1:ALL,Mid1:OPN,Surface Fire,0.02,50,Yes,0
10520_28,Late1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_28,Late1:CLS,Late1:OPN,Mixed Fire,0.02,50,Yes,0
10520_28,Late1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_28,Late1:OPN,Late1:OPN,Surface Fire,0.013,77,Yes,0
10520_28,Mid1:CLS,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_28,Mid1:CLS,Mid1:CLS,Competition or Maintenance,0.012,83,No,0
10520_28,Mid1:CLS,Mid1:OPN,Mixed Fire,0.01,100,Yes,0
10520_28,Mid1:OPN,Early1:ALL,Replacement Fire,0.005,200,Yes,0
10520_28,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,40
10520_28,Mid1:OPN,Mid1:OPN,Surface Fire,0.013,77,No,0
10530_10_19,Early1:OPN,Early1:OPN,Mixed Fire,0.016,63,No,0
10530_10_19,Early1:OPN,Early1:OPN,Replacement Fire,0.02,50,Yes,0
10530_10_19,Early1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,25
10530_10_19,Late1:CLS,Early1:OPN,Replacement Fire,0.005,200,Yes,0
10530_10_19,Late1:CLS,Late1:OPN,Insects or Disease,0.04,25,Yes,0
10530_10_19,Late1:CLS,Late1:OPN,Mixed Fire,0.04,25,Yes,0
10530_10_19,Late1:CLS,Late1:OPN,Wind or Weather or Stress,0.02,50,Yes,0
10530_10_19,Late1:OPN,Early1:OPN,Replacement Fire,0.001,"1,000",Yes,0
10530_10_19,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,25
10530_10_19,Late1:OPN,Late1:OPN,Insects or Disease,0.01,100,No,0
10530_10_19,Late1:OPN,Late1:OPN,Mixed Fire,0.01,100,No,0
10530_10_19,Late1:OPN,Late1:OPN,Surface Fire,0.085,12,No,0
10530_10_19,Mid1:CLS,Early1:OPN,Replacement Fire,0.003,333,Yes,0
10530_10_19,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10530_10_19,Mid1:CLS,Mid1:OPN,Mixed Fire,0.06,17,Yes,0
10530_10_19,Mid1:OPN,Early1:OPN,Replacement Fire,0.002,500,Yes,0
10530_10_19,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,25
10530_10_19,Mid1:OPN,Mid1:OPN,Mixed Fire,0.016,63,No,0
10530_10_19,Mid1:OPN,Mid1:OPN,Surface Fire,0.05,20,No,0
10531_1_7_8_9,Early1:ALL,Early1:ALL,Mixed Fire,0.02,50,No,0
10531_1_7_8_9,Early1:ALL,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10531_1_7_8_9,Early1:ALL,Mid1:CLS,Alternative Succession,1.0,1,Yes,39
10531_1_7_8_9,Late1:CLS,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10531_1_7_8_9,Late1:CLS,Late1:CLS,Surface Fire,0.033,30,Yes,0
10531_1_7_8_9,Late1:CLS,Late1:OPN,Insects or Disease,0.005,200,Yes,0
10531_1_7_8_9,Late1:CLS,Late1:OPN,Mixed Fire,0.0133,75,Yes,0
10531_1_7_8_9,Late1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10531_1_7_8_9,Late1:OPN,Early1:ALL,Replacement Fire,0.0025,400,Yes,0
10531_1_7_8_9,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,40
10531_1_7_8_9,Late1:OPN,Late1:OPN,Insects or Disease,0.005,200,No,0
10531_1_7_8_9,Late1:OPN,Late1:OPN,Mixed Fire,0.01,100,No,0
10531_1_7_8_9,Late1:OPN,Late1:OPN,Surface Fire,0.0667,15,No,0
10531_1_7_8_9,Mid1:CLS,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10531_1_7_8_9,Mid1:CLS,Mid1:CLS,Surface Fire,0.033,30,No,0
10531_1_7_8_9,Mid1:CLS,Mid1:OPN,Insects or Disease,0.005,200,Yes,0
10531_1_7_8_9,Mid1:CLS,Mid1:OPN,Mixed Fire,0.0167,60,Yes,0
10531_1_7_8_9,Mid1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10531_1_7_8_9,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,40
10531_1_7_8_9,Mid1:OPN,Mid1:OPN,Mixed Fire,0.0133,75,No,0
10531_1_7_8_9,Mid1:OPN,Mid1:OPN,Surface Fire,0.0667,15,No,0
10532_7_9,Early1:ALL,Early1:ALL,Mixed Fire,0.01,100,No,0
10532_7_9,Early1:ALL,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10532_7_9,Early1:ALL,Mid1:CLS,Alternative Succession,0.005,200,Yes,0
10532_7_9,Late1:CLS,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10532_7_9,Late1:CLS,Late1:OPN,Mixed Fire,0.01,100,Yes,0
10532_7_9,Late1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10532_7_9,Late1:OPN,Early1:ALL,Replacement Fire,0.0033,303,Yes,0
10532_7_9,Late1:OPN,Late1:CLS,Alternative Succession,1.0,1,Yes,150
10532_7_9,Late1:OPN,Late1:OPN,Insects or Disease,0.005,200,No,0
10532_7_9,Late1:OPN,Late1:OPN,Mixed Fire,0.01,100,No,0
10532_7_9,Late1:OPN,Late1:OPN,Surface Fire,0.01,100,No,0
10532_7_9,Mid1:CLS,Early1:ALL,Replacement Fire,0.0067,149,Yes,0
10532_7_9,Mid1:CLS,Mid1:CLS,Competition or Maintenance,0.001,"1,000",No,0
10532_7_9,Mid1:CLS,Mid1:OPN,Insects or Disease,0.01,100,Yes,0
10532_7_9,Mid1:CLS,Mid1:OPN,Mixed Fire,0.01,100,Yes,0
10532_7_9,Mid1:OPN,Early1:ALL,Replacement Fire,0.004,250,Yes,0
10532_7_9,Mid1:OPN,Mid1:CLS,Alternative Succession,1.0,1,Yes,98
10532_7_9,Mid1:OPN,Mid1:OPN,Mixed Fire,0.01,100,No,0
10532_7_9,Mid1:OPN,Mid1:OPN,Surface Fire,0.01,100,No,0
10540_13_14,Early1:ALL,Early1:ALL,Replacement Fire,0.01,100,Yes,0
