bps_model_id,state_class_source,state_class_to,agemin,agemax
10540_33,Late1:CLS,Late1:CLS,200,999
10540_33,Late1:OPN,Late1:OPN,200,999
10540_33,Mid1:CLS,Late1:CLS,50,199
10540_33,Mid1:OPN,Late1:OPN,50,199
10541_27,Early1:ALL,Mid1:OPN,0,50
10541_27,Late1:CLS,Late1:CLS,150,999
10541_27,Late1:OPN,Late1:OPN,150,999
10541_27,Mid1:CLS,Late1:CLS,51,149
10541_27,Mid1:OPN,Late1:OPN,51,149
10542_27,Early1:ALL,Mid1:OPN,0,49
10542_27,Late1:CLS,Late1:CLS,200,999
10542_27,Late1:OPN,Late1:OPN,200,999
10542_27,Mid1:CLS,Late1:CLS,50,199
10542_27,Mid1:OPN,Late1:OPN,50,199
10550_1_8_9,Early1:OPN,Mid1:OPN,0,39
10550_1_8_9,Late1:CLS,Late1:CLS,120,999
10550_1_8_9,Late1:OPN,Late1:CLS,120,179
10550_1_8_9,Mid1:CLS,Late1:CLS,40,119
10550_1_8_9,Mid1:OPN,Late1:OPN,40,119
10550_10_19,Early1:ALL,Mid1:CLS,0,29
10550_10_19,Late1:CLS,Late1:CLS,120,999
10550_10_19,Late1:OPN,Late1:CLS,120,179
10550_10_19,Mid1:CLS,Late1:CLS,30,119
10550_10_19,Mid1:OPN,Mid1:CLS,30,69
10550_15_28,Early1:ALL,Mid1:CLS,0,39
10550_15_28,Late1:CLS,Late1:CLS,130,999
10550_15_28,Late1:OPN,Late1:CLS,80,129
10550_15_28,Mid1:CLS,Late1:CLS,40,129
10550_15_28,Mid1:OPN,Late1:OPN,40,79
10550_16_23_24,Early1:ALL,Mid1:CLS,0,39
10550_16_23_24,Late1:CLS,Late1:CLS,130,999
10550_16_23_24,Mid1:CLS,Late1:CLS,40,129
10550_16_23_24,Mid1:OPN,Late1:CLS,40,129
10550_17,Early1:ALL,Mid1:CLS,0,39
10550_17,Late1:CLS,Late1:CLS,80,999
10550_17,Mid1:CLS,Late1:CLS,40,79
10550_17,Mid1:OPN,Late1:CLS,40,79
10550_18,Early1:ALL,Mid1:CLS,0,39
10550_18,Late1:CLS,Late1:CLS,80,999
10550_18,Mid1:CLS,Late1:CLS,40,79
10550_18,Mid1:OPN,Late1:CLS,40,79
10550_20,Early1:ALL,Mid1:ALL,0,19
10550_20,Late1:CLS,Late2:CLS,80,350
10550_20,Late2:CLS,Late2:CLS,351,999
10550_20,Mid1:ALL,Late1:CLS,20,79
10550_21_22,Early1:ALL,Mid1:ALL,0,19
10550_21_22,Late1:CLS,Late2:CLS,80,350
10550_21_22,Late2:CLS,Late2:CLS,351,999
10550_21_22,Mid1:ALL,Late1:CLS,20,79
10550_27,Early1:ALL,Mid1:CLS,0,39
10550_27,Late1:CLS,Late1:CLS,130,429
10550_27,Late1:OPN,Late1:CLS,80,129
10550_27,Mid1:CLS,Late1:CLS,40,129
10550_27,Mid1:OPN,Late1:OPN,40,79
10550_29,Early1:ALL,Mid1:CLS,0,20
10550_29,Late1:CLS,Late1:CLS,81,999
10550_29,Late1:OPN,Late1:CLS,81,300
10550_29,Mid1:CLS,Late1:CLS,21,80
10550_29,Mid1:OPN,Late1:OPN,21,80
10560_1_7_8_9,Early1:OPN,Mid1:ALL,0,29
10560_1_7_8_9,Late1:ALL,Late1:ALL,80,159
10560_1_7_8_9,Late2:ALL,Late2:ALL,100,999
10560_1_7_8_9,Mid1:ALL,Late1:ALL,30,79
10560_1_7_8_9,Mid2:ALL,Late2:ALL,30,99
10560_10_19,Early1:ALL,Mid1:CLS,0,29
10560_10_19,Late1:CLS,Late1:CLS,100,999
10560_10_19,Mid1:CLS,Late1:CLS,30,100
10560_10_19,Mid1:OPN,Late1:CLS,50,100
10560_15_28,Early1:ALL,Mid1:CLS,0,39
10560_15_28,Late1:CLS,Late1:CLS,130,999
10560_15_28,Late1:OPN,Late1:CLS,80,129
10560_15_28,Mid1:CLS,Late1:CLS,40,129
10560_15_28,Mid1:OPN,Late1:OPN,40,79
10560_16_23,Early1:ALL,Mid1:CLS,0,39
10560_16_23,Late1:CLS,Late1:CLS,130,999
10560_16_23,Mid1:CLS,Late1:CLS,40,129
10560_16_23,Mid1:OPN,Late1:CLS,40,129
10560_18,Early1:ALL,Mid1:CLS,0,39
10560_18,Late1:CLS,Late1:CLS,80,999
10560_18,Mid1:CLS,Late1:CLS,40,79
10560_18,Mid1:OPN,Late1:CLS,40,79
10560_20,Early1:ALL,Mid1:CLS,0,39
10560_20,Late1:CLS,Late1:CLS,150,999
10560_20,Late1:OPN,Late1:OPN,150,999
10560_20,Mid1:CLS,Late1:CLS,40,149
10560_20,Mid1:OPN,Late1:OPN,40,149
10560_21_22,Early1:ALL,Mid1:CLS,0,39
10560_21_22,Late1:CLS,Late1:CLS,150,999
10560_21_22,Late1:OPN,Late1:OPN,150,999
10560_21_22,Mid1:CLS,Late1:CLS,40,149
10560_21_22,Mid1:OPN,Late1:OPN,40,149
10560_29,Early1:ALL,Mid1:CLS,0,29
10560_29,Late1:CLS,Late1:CLS,101,999
10560_29,Late1:OPN,Late1:OPN,101,999
10560_29,Mid1:CLS,Late1:CLS,30,100
10560_29,Mid1:OPN,Late1:OPN,30,100
10570_12_16,Early1:ALL,Mid1:OPN,0,99
10570_12_16,Late1:OPN,Late1:OPN,250,999
10570_12_16,Mid1:OPN,Late1:OPN,100,249
10570_18,Early1:ALL,Mid1:OPN,0,99
10570_18,Late1:OPN,Late1:OPN,250,999
10570_18,Mid1:OPN,Late1:OPN,100,249
10570_23,Early1:ALL,Mid1:OPN,0,99
10570_23,Late1:OPN,Late1:OPN,250,999
10570_23,Mid1:OPN,Late1:OPN,100,249
10570_28,Early1:ALL,Mid1:OPN,0,99
10570_28,Late1:OPN,Late1:OPN,200,949
10570_28,Mid1:OPN,Late1:OPN,100,199
10570_29,Early1:ALL,Mid1:OPN,0,99
10570_29,Late1:OPN,Late1:OPN,250,949
10570_29,Mid1:OPN,Late1:OPN,100,249
10580_12,Early1:ALL,Mid1:CLS,0,9
10580_12,Late1:CLS,Late1:CLS,50,480
10580_12,Late1:OPN,Late1:CLS,70,119
10580_12,Mid1:CLS,Late1:CLS,10,49
10580_12,Mid1:OPN,Late1:OPN,15,69
10580_4,Early1:ALL,Mid1:CLS,0,19
10580_4,Late1:CLS,Late1:CLS,70,999
10580_4,Late1:OPN,Late1:OPN,70,999
10580_4,Mid1:CLS,Late1:CLS,20,69
10580_4,Mid1:OPN,Late1:OPN,20,69
10580_7,Early1:ALL,Mid1:OPN,0,14
10580_7,Late1:OPN,Late1:OPN,70,150
10580_7,Mid1:OPN,Late1:OPN,15,69
10581_6,Early1:ALL,Mid1:CLS,0,9
10581_6,Late1:CLS,Late1:CLS,50,480
10581_6,Late1:OPN,Late1:CLS,70,119
10581_6,Mid1:CLS,Late1:CLS,10,49
10581_6,Mid1:OPN,Late1:OPN,15,69
10582_6,Early1:ALL,Mid1:CLS,0,14
10582_6,Late1:CLS,Late1:CLS,70,999
10582_6,Late1:OPN,Late1:OPN,70,999
10582_6,Mid1:CLS,Late1:CLS,15,69
10582_6,Mid1:OPN,Late1:OPN,15,69
10590_24_28,Early1:ALL,Mid1:OPN,0,59
10590_24_28,Late1:OPN,Late1:OPN,160,999
10590_24_28,Mid1:CLS,Late1:OPN,60,179
10590_24_28,Mid1:OPN,Late1:OPN,60,159
10590_25,Early1:OPN,Mid1:OPN,0,25
10590_25,Late1:CLS,Late2:CLS,126,250
10590_25,Late2:CLS,Late2:CLS,251,999
10590_25,Mid1:CLS,Late1:CLS,51,125
10590_25,Mid1:OPN,Mid1:CLS,26,50
10590_26,Early1:ALL,Mid1:CLS,0,9
10590_26,Late1:CLS,Late1:CLS,85,999
10590_26,Late1:OPN,Late1:OPN,85,999
10590_26,Mid1:CLS,Late1:CLS,10,84
10590_27_33,Early1:OPN,Mid1:OPN,0,50
10590_27_33,Late1:CLS,Late1:CLS,226,999
10590_27_33,Mid1:CLS,Late1:CLS,151,225
10590_27_33,Mid1:OPN,Mid1:CLS,51,150
10600_1_2_7,Early1:ALL,Mid1:OPN,0,49
10600_1_2_7,Late1:CLS,Late1:CLS,200,969
10600_1_2_7,Late1:OPN,Late1:OPN,120,969
10600_1_2_7,Mid1:CLS,Late1:CLS,50,199
10600_1_2_7,Mid1:OPN,Late1:OPN,50,119
10610_13,Early1:ALL,Mid1:CLS,0,9
10610_13,Late1:CLS,Late1:CLS,110,999
10610_13,Late2:CLS,Late1:CLS,80,109
10610_13,Mid1:CLS,Mid2:CLS,10,39
10610_13,Mid2:CLS,Mid2:CLS,40,79
10610_15_25,Early1:ALL,Mid1:CLS,0,39
10610_15_25,Late1:ALL,Late1:CLS,80,149
10610_15_25,Late1:CLS,Late1:CLS,150,999
10610_15_25,Mid1:CLS,Late1:ALL,40,79
10610_15_25,Mid2:CLS,Mid2:CLS,80,999
10610_18,Early1:ALL,Mid1:CLS,0,9
10610_18,Late1:CLS,Late1:CLS,100,999
10610_18,Late1:OPN,Late1:OPN,80,999
10610_18,Mid1:CLS,Mid2:CLS,10,39
10610_18,Mid2:CLS,Late1:OPN,40,79
10610_20_29,Early1:ALL,Mid1:CLS,0,9
10610_20_29,Late1:CLS,Late1:CLS,81,999
10610_20_29,Late1:OPN,Late1:OPN,81,999
10610_20_29,Mid1:CLS,Late1:OPN,10,80
10610_22_27_28,Early1:OPN,Mid1:CLS,0,19
10610_22_27_28,Late1:CLS,Late1:CLS,80,999
10610_22_27_28,Late1:OPN,Late1:CLS,80,99
10610_22_27_28,Mid1:CLS,Late1:CLS,20,79
10610_6,Early1:CLS,Mid1:CLS,0,9
10610_6,Late1:CLS,Late1:CLS,70,999
10610_6,Late2:CLS,Late2:CLS,125,999
10610_6,Mid1:CLS,Late1:CLS,10,69
10610_8_9_17,Early1:ALL,Mid1:CLS,0,9
10610_8_9_17,Late1:CLS,Late1:CLS,100,999
10610_8_9_17,Late1:OPN,Late1:OPN,80,999
10610_8_9_17,Mid1:CLS,Mid2:CLS,10,39
10610_8_9_17,Mid2:CLS,Late1:OPN,40,79
10611_16_23_24,Early1:ALL,Mid1:CLS,0,39
10611_16_23_24,Late1:ALL,Late1:CLS,80,149
10611_16_23_24,Late1:CLS,Late1:CLS,150,999
10611_16_23_24,Mid1:CLS,Late1:ALL,40,79
10611_16_23_24,Mid2:CLS,Mid2:CLS,80,999
10612_16_23,Early1:CLS,Mid1:CLS,0,9
10612_16_23,Late1:CLS,Late1:CLS,40,999
10612_16_23,Late1:OPN,Late1:OPN,130,999
10612_16_23,Mid1:CLS,Late1:CLS,10,39
10620_10_19_21_29_31,Early1:ALL,Mid1:OPN,0,19
10620_10_19_21_29_31,Late1:CLS,Late1:CLS,150,999
10620_10_19_21_29_31,Late1:OPN,Late1:OPN,60,999
10620_10_19_21_29_31,Mid1:CLS,Late1:CLS,60,149
10620_10_19_21_29_31,Mid1:OPN,Mid1:CLS,20,59
10620_13,Early1:ALL,Mid1:OPN,0,19
10620_13,Late1:CLS,Late1:CLS,150,999
10620_13,Late1:OPN,Late1:OPN,60,999
10620_13,Mid1:CLS,Late1:CLS,60,149
10620_13,Mid1:OPN,Mid1:CLS,20,59
10620_16_23,Early1:ALL,Mid1:OPN,0,19
10620_16_23,Late2:CLS,Late2:CLS,150,999
10620_16_23,Mid1:CLS,Late2:CLS,60,149
10620_16_23,Mid1:OPN,Mid1:CLS,20,59
10620_16_23,Mid2:OPN,Mid2:OPN,60,999
10620_22_28,Early1:ALL,Mid1:OPN,0,9
10620_22_28,Late1:ALL,Late1:ALL,50,999
10620_22_28,Mid1:CLS,Mid1:CLS,50,999
10620_22_28,Mid1:OPN,Mid1:CLS,10,49
10620_6_12_17_18,Early1:ALL,Mid1:OPN,0,19
10620_6_12_17_18,Late1:CLS,Late1:CLS,150,999
10620_6_12_17_18,Late1:OPN,Late1:OPN,60,999
10620_6_12_17_18,Mid1:CLS,Late1:CLS,60,149
10620_6_12_17_18,Mid1:OPN,Mid1:CLS,20,59
10620_7_9,Early1:ALL,Mid1:CLS,0,9
10620_7_9,Late1:OPN,Late1:OPN,100,999
10620_7_9,Late2:CLS,Late2:CLS,150,999
10620_7_9,Mid1:CLS,Mid1:OPN,10,49
10620_7_9,Mid1:OPN,Late1:OPN,50,99
10630_1,Early1:ALL,Late1:ALL,0,30
10630_1,Late1:ALL,Late1:ALL,31,999
10630_2_7,Early1:ALL,Late1:ALL,0,30
10630_2_7,Late1:ALL,Late1:ALL,31,999
10640_15_16_17_23_24_27_28,Early1:ALL,Late1:OPN,1,24
10640_15_16_17_23_24_27_28,Late1:CLS,Late1:CLS,120,999
10640_15_16_17_23_24_27_28,Late1:OPN,Late1:OPN,25,999
10650_1_8_9_10,Early1:ALL,Mid1:OPN,0,9
10650_1_8_9_10,Late1:OPN,Late1:OPN,30,999
10650_1_8_9_10,Mid1:OPN,Late1:OPN,10,29
10660_16_23_24,Early1:ALL,Late1:ALL,0,11
10660_16_23_24,Late1:ALL,Late1:ALL,12,999
10660_22,Early1:ALL,Early1:ALL,0,999
10660_29,Early1:ALL,Mid1:OPN,0,9
10660_29,Mid1:OPN,Mid1:OPN,10,999
10670_6,Early1:ALL,Late1:CLS,0,9
10670_6,Late1:CLS,Late1:CLS,10,999
10680_1_7,Late1:ALL,Late1:ALL,0,999
10700_10_19_28,Early1:ALL,Late1:CLS,0,9
10700_10_19_28,Late1:CLS,Late1:CLS,10,999
10700_16,Early1:ALL,Late1:CLS,0,9
10700_16,Late1:CLS,Late1:CLS,10,999
10700_21,Early1:ALL,Late1:CLS,0,9
10700_21,Late1:CLS,Late1:CLS,10,999
10710_6,Early1:ALL,Late1:CLS,0,9
10710_6,Late1:CLS,Late1:CLS,10,999
10720_22_29,Early1:ALL,Late1:OPN,0,125
10720_22_29,Late1:OPN,Late1:OPN,126,999
10720_28,Early1:ALL,Late1:OPN,0,19
10720_28,Late1:OPN,Late1:OPN,20,999
10740_25_26,Early1:OPN,Late1:OPN,0,99
10740_25_26,Late1:OPN,Late1:OPN,100,999
10750_25,Early1:ALL,Mid1:OPN,0,9
10750_25,Late1:CLS,Late1:CLS,41,999
10750_25,Mid1:OPN,Late1:CLS,10,40
10750_26,Early1:ALL,Mid1:OPN,0,9
10750_26,Mid1:OPN,Mid1:OPN,10,999
10750_26,Mid2:OPN,Mid1:OPN,10,29
10760_25,Early1:OPN,Late1:OPN,0,9
10760_25,Late1:OPN,Late1:OPN,10,999
10760_26,Mid1:OPN,Mid1:OPN,0,999
10770_15,Early1:OPN,Late1:CLS,0,19
10770_15,Late1:CLS,Late1:CLS,20,999
10770_25_26,Early1:OPN,Late1:OPN,0,10
10770_25_26,Late1:OPN,Late1:OPN,11,999
10780_15,Early1:OPN,Late1:CLS,0,74
10780_15,Late1:CLS,Late1:CLS,75,999
10780_16_23_24_25,Early1:ALL,Late1:OPN,0,29
10780_16_23_24_25,Late1:OPN,Late1:OPN,30,999
10780_16_23_24_25,Late2:CLS,Late2:CLS,25,999
10790_13,Early1:ALL,Mid1:OPN,1,24
10790_13,Late1:CLS,Late1:CLS,195,999
10790_13,Late1:OPN,Late1:CLS,120,194
10790_13,Mid1:OPN,Mid1:OPN,25,999
10790_6_9_10_12_16_17_18,Early1:ALL,Mid1:OPN,1,24
10790_6_9_10_12_16_17_18,Late1:CLS,Late1:CLS,195,999
10790_6_9_10_12_16_17_18,Late1:OPN,Late1:CLS,120,194
10790_6_9_10_12_16_17_18,Mid1:OPN,Mid1:OPN,25,999
10800_1_7_8_9,Early1:ALL,Mid1:OPN,0,14
10800_1_7_8_9,Late1:CLS,Late1:CLS,35,999
10800_1_7_8_9,Mid1:OPN,Late1:CLS,15,34
10800_10_19,Early1:ALL,Mid1:OPN,0,19
10800_10_19,Late1:CLS,Late1:CLS,50,999
10800_10_19,Mid1:OPN,Late1:CLS,20,49
10800_13_14,Early1:ALL,Mid1:OPN,0,19
10800_13_14,Late1:CLS,Late1:CLS,150,999
10800_13_14,Late1:OPN,Late1:CLS,100,149
10800_13_14,Mid1:CLS,Late1:OPN,60,99
10800_13_14,Mid1:OPN,Mid1:CLS,20,59
10801_21_22_28,Early1:ALL,Mid1:OPN,0,15
10801_21_22_28,Late1:CLS,Late1:CLS,50,999
10801_21_22_28,Mid1:OPN,Late1:CLS,16,49
10802_21_22_28,Early1:ALL,Mid1:OPN,0,29
10802_21_22_28,Late1:CLS,Late1:CLS,30,999
10802_21_22_28,Mid1:OPN,Mid1:OPN,30,999
10803_6_12_15_16_17_18_23_24_25,Early1:ALL,Mid1:OPN,0,19
10803_6_12_15_16_17_18_23_24_25,Late1:CLS,Late1:CLS,40,999
10803_6_12_15_16_17_18_23_24_25,Mid1:OPN,Late1:CLS,20,39
10804_6_12_15_16_17_18_23_24_25,Early1:ALL,Mid1:OPN,0,19
10804_6_12_15_16_17_18_23_24_25,Late1:CLS,Late1:CLS,150,999
10804_6_12_15_16_17_18_23_24_25,Late1:OPN,Late1:CLS,80,149
10804_6_12_15_16_17_18_23_24_25,Mid1:CLS,Late1:OPN,40,79
10804_6_12_15_16_17_18_23_24_25,Mid1:OPN,Mid1:CLS,20,39
10810_15_16_23_24_28,Early1:ALL,Mid1:OPN,0,9
10810_15_16_23_24_28,Mid1:OPN,Mid1:OPN,10,999
10810_15_16_23_24_28,Mid2:OPN,Mid1:OPN,10,29
10810_18_19_21,Early1:ALL,Mid1:OPN,0,4
10810_18_19_21,Mid1:OPN,Mid1:OPN,5,999
10810_22,Early1:ALL,Mid1:OPN,0,9
10810_22,Mid1:OPN,Mid1:OPN,10,999
10810_27_33,Early1:ALL,Mid1:OPN,0,9
10810_27_33,Mid1:OPN,Mid1:OPN,10,999
10810_27_33,Mid2:OPN,Mid1:OPN,10,29
10810_6_12_13_17,Early1:ALL,Mid1:OPN,0,4
10810_6_12_13_17,Mid1:OPN,Mid1:OPN,5,999
10810_6_12_13_17,Mid2:OPN,Mid1:OPN,10,59
10810_7_8_9,Early1:ALL,Mid1:OPN,0,9
10810_7_8_9,Late1:OPN,Late1:OPN,40,999
10810_7_8_9,Mid1:OPN,Late1:OPN,10,39
10820_12_15_16_17_23_24,Early1:ALL,Late1:CLS,0,119
10820_12_15_16_17_23_24,Late1:CLS,Late1:CLS,120,999
10820_14,Early1:OPN,Late1:CLS,0,100
10820_14,Late1:CLS,Late1:CLS,101,999
10820_4_13,Early1:ALL,Late1:CLS,0,119
10820_4_13,Late1:CLS,Late1:CLS,120,999
10820_6,Early1:OPN,Late1:CLS,0,119
10820_6,Late1:CLS,Late1:CLS,120,999
10830_1,Early1:ALL,Early1:ALL,0,999
10830_1,Mid1:ALL,Early1:ALL,1,501
10840_1,Mid1:ALL,Mid1:ALL,0,999
10850_20,Early1:OPN,Mid1:OPN,0,9
10850_20,Late1:CLS,Late1:CLS,21,999
10850_20,Mid1:OPN,Late1:CLS,10,20
10850_29_30,Early1:OPN,Mid1:OPN,0,9
10850_29_30,Late1:CLS,Late1:CLS,21,999
10850_29_30,Mid1:OPN,Late1:CLS,10,20
10860_13_16_17_18_21_23,Early1:ALL,Mid1:CLS,0,4
10860_13_16_17_18_21_23,Late1:CLS,Late1:CLS,20,999
10860_13_16_17_18_21_23,Late1:OPN,Late1:OPN,80,979
10860_13_16_17_18_21_23,Mid1:CLS,Late1:CLS,5,19
10860_25,Early1:ALL,Mid1:CLS,0,19
10860_25,Late1:CLS,Late1:CLS,40,999
10860_25,Late1:OPN,Late1:CLS,30,59
10860_25,Mid1:CLS,Late1:CLS,20,39
10860_25,Mid1:OPN,Mid1:CLS,20,29
10860_26,Early1:ALL,Early1:ALL,0,999
10860_26,Late1:OPN,Late1:OPN,35,999
10860_27_31_33,Early1:ALL,Mid1:CLS,0,10
10860_27_31_33,Late1:CLS,Late1:CLS,26,999
10860_27_31_33,Mid1:CLS,Late1:CLS,11,25
10860_28,Early1:ALL,Mid1:CLS,0,19
10860_28,Late1:CLS,Late1:CLS,40,999
10860_28,Late1:OPN,Late1:CLS,40,59
10860_28,Mid1:CLS,Late1:CLS,20,39
10860_28,Mid1:OPN,Mid1:CLS,20,29
10860_29,Early1:OPN,Mid1:OPN,0,5
10860_29,Late1:OPN,Late1:OPN,16,999
10860_29,Mid1:OPN,Late1:OPN,6,15
10861_22,Early1:ALL,Mid1:CLS,0,4
10861_22,Late1:CLS,Late1:CLS,20,999
10861_22,Mid1:CLS,Late1:CLS,5,19
10862_22,Early1:OPN,Mid1:OPN,0,5
10862_22,Late1:OPN,Late1:OPN,16,999
10862_22,Mid1:OPN,Late1:OPN,6,15
10870_4_6_12_13_14_15_17_24_25,Early1:OPN,Late1:CLS,0,99
10870_4_6_12_13_14_15_17_24_25,Late1:CLS,Late1:CLS,100,999
10880_12_13_14_25,Early1:ALL,Late1:OPN,0,4
10880_12_13_14_25,Late1:OPN,Late1:OPN,5,999
10880_4_5,Early1:ALL,Late1:OPN,0,4
10880_4_5,Late1:OPN,Late1:OPN,5,999
10900_14,Early1:OPN,Late1:ALL,0,20
10900_14,Late1:ALL,Late1:ALL,21,999
10910_13_14,Early1:ALL,Mid1:OPN,0,4
10910_13_14,Late1:OPN,Late1:OPN,20,999
10910_13_14,Mid1:OPN,Late1:OPN,5,19
10910_15,Early1:OPN,Late1:CLS,0,49
10910_15,Late1:CLS,Late1:CLS,50,999
10910_25,Early1:OPN,Late1:CLS,0,5
10910_25,Late1:CLS,Late1:CLS,6,999
10920_4,Early1:ALL,Mid1:CLS,0,5
10920_4,Late1:CLS,Late1:CLS,26,200
10920_4,Mid1:CLS,Late1:CLS,6,25
10930_13_15_16_23_24_28,Early1:ALL,Mid1:OPN,0,19
10930_13_15_16_23_24_28,Late1:ALL,Late1:ALL,320,999
10930_13_15_16_23_24_28,Mid1:OPN,Late1:ALL,20,319
10940_25,Early1:ALL,Mid1:CLS,0,1
10940_25,Mid1:CLS,Mid1:CLS,2,999
10940_26,Early1:OPN,Late1:OPN,0,30
10940_26,Late1:OPN,Late1:OPN,31,999
10940_27_33,Early1:OPN,Mid1:CLS,0,15
10940_27_33,Mid1:CLS,Mid1:OPN,16,25
10940_27_33,Mid1:OPN,Mid1:OPN,26,999
10940_31_38,Early1:OPN,Mid1:CLS,0,15
10940_31_38,Mid1:CLS,Mid1:OPN,16,25
10940_31_38,Mid1:OPN,Mid1:OPN,26,999
10940_32_35,Early1:ALL,Late1:CLS,0,12
10940_32_35,Late1:CLS,Late1:CLS,13,999
10940_34,Early1:ALL,Late1:CLS,0,12
10940_34,Late1:CLS,Late1:CLS,13,999
10950_14,Early1:ALL,Mid1:ALL,0,2
10950_14,Late1:CLS,Late1:CLS,22,999
10950_14,Mid1:ALL,Mid2:ALL,3,14
10950_14,Mid2:ALL,Late1:CLS,15,21
10950_15,Early1:ALL,Mid1:OPN,0,2
10950_15,Late1:OPN,Late1:OPN,22,999
10950_15,Mid1:OPN,Mid2:OPN,3,14
10950_15,Mid2:OPN,Late1:OPN,15,21
10950_25,Early1:ALL,Mid1:OPN,0,2
10950_25,Late1:OPN,Late1:OPN,22,999
10950_25,Mid1:OPN,Mid2:OPN,3,14
10950_25,Mid2:OPN,Late1:OPN,15,21
10950_26_35,Early1:ALL,Mid1:OPN,0,2
10950_26_35,Late1:OPN,Late1:OPN,31,999
10950_26_35,Mid1:OPN,Mid2:OPN,3,15
10950_26_35,Mid2:OPN,Late1:OPN,16,30
10950_27,Early1:ALL,Mid1:OPN,0,2
10950_27,Late1:OPN,Late1:OPN,31,999
10950_27,Mid1:OPN,Mid2:OPN,3,15
10950_27,Mid2:OPN,Late1:OPN,16,30
10960_3,Early1:ALL,Mid1:CLS,0,9
10960_3,Late1:CLS,Late1:CLS,100,999
10960_3,Late1:OPN,Late1:OPN,100,999
10960_3,Mid1:CLS,Late1:CLS,10,99
10960_4,Early1:ALL,Mid1:CLS,0,9
10960_4,Late1:OPN,Late1:OPN,100,999
10960_4,Mid1:CLS,Late1:OPN,10,99
10970_3_6_7,Early1:OPN,Late1:CLS,0,8
10970_3_6_7,Late1:CLS,Late1:CLS,9,999
10970_4_5,Early1:OPN,Late1:CLS,0,8
10970_4_5,Late1:CLS,Late1:CLS,9,999
10980_3,Early1:ALL,Mid1:OPN,0,29
10980_3,Late1:OPN,Late1:OPN,80,999
10980_3,Mid1:OPN,Late1:OPN,30,79
10980_4,Early1:ALL,Mid1:OPN,0,24
10980_4,Late1:OPN,Late1:OPN,80,999
10980_4,Mid1:OPN,Mid1:OPN,25,999
10980_6,Early1:ALL,Mid1:OPN,0,29
10980_6,Late1:OPN,Late1:OPN,80,999
10980_6,Mid1:OPN,Late1:OPN,30,79
10980_7,Early1:ALL,Mid1:CLS,0,15
10980_7,Late1:ALL,Late1:ALL,51,999
10980_7,Mid1:CLS,Late1:ALL,16,50
10980_7,Mid1:OPN,Late1:ALL,16,50
10990_3,Early1:ALL,Late1:CLS,0,15
10990_3,Late1:CLS,Late1:CLS,16,999
10990_4,Early1:ALL,Late1:CLS,0,15
10990_4,Late1:CLS,Late1:CLS,16,999
11000_15,Early1:OPN,Late1:CLS,0,99
11000_15,Late1:CLS,Late1:CLS,100,599
11000_26,Early1:ALL,Early1:ALL,0,999
11002_25,Early1:OPN,Late1:OPN,0,100
11002_25,Late1:OPN,Late1:OPN,101,999
11003_25,Early1:OPN,Late1:OPN,0,99
11003_25,Late1:OPN,Late1:OPN,100,999
11010_25,Early1:ALL,Mid1:OPN,0,4
11010_25,Late1:OPN,Late1:OPN,21,999
11010_25,Mid1:OPN,Late1:OPN,5,20
11010_26,Early1:ALL,Mid1:OPN,0,4
11010_26,Late1:OPN,Late1:OPN,21,999
11010_26,Mid1:OPN,Late1:OPN,5,20
11020_13_15_16_23_24,Early1:OPN,Mid1:OPN,0,9
11020_13_15_16_23_24,Late1:OPN,Late2:OPN,100,399
11020_13_15_16_23_24,Late2:OPN,Late2:OPN,400,999
11020_13_15_16_23_24,Mid1:OPN,Mid2:OPN,10,29
11020_13_15_16_23_24,Mid2:OPN,Late1:OPN,30,99
11020_28,Early1:ALL,Mid1:OPN,0,59
11020_28,Late1:CLS,Late1:CLS,180,999
11020_28,Late1:OPN,Late1:OPN,160,999
11020_28,Mid1:CLS,Late1:CLS,60,179
11020_28,Mid1:OPN,Late1:OPN,60,159
11030_6_7_12_13_16_17_23,Early1:ALL,Mid1:CLS,0,9
11030_6_7_12_13_16_17_23,Mid1:CLS,Mid1:CLS,10,999
11040_13_14_25,Early1:ALL,Mid1:CLS,0,9
11040_13_14_25,Mid1:CLS,Mid1:CLS,10,999
11040_15,Early1:ALL,Mid1:OPN,0,2
11040_15,Late1:CLS,Late1:CLS,21,999
11040_15,Mid1:CLS,Late1:CLS,7,20
11040_15,Mid1:OPN,Mid1:CLS,2,6
11040_17,Early1:ALL,Mid1:CLS,0,9
11040_17,Mid1:CLS,Mid1:CLS,10,999
11040_23_24,Early1:ALL,Mid1:CLS,0,15
11040_23_24,Late1:CLS,Late1:CLS,60,999
11040_23_24,Late1:OPN,Late1:CLS,35,59
11040_23_24,Mid1:CLS,Late1:CLS,16,59
11040_23_24,Mid1:OPN,Mid1:CLS,12,21
11050_3_6_7,Early1:ALL,Late1:CLS,0,10
11050_3_6_7,Late1:CLS,Late1:CLS,11,999
11050_4_5,Early1:OPN,Late1:CLS,0,10
11050_4_5,Late1:CLS,Late1:CLS,11,999
11060_1_8_9,Early1:ALL,Mid1:CLS,0,4
11060_1_8_9,Late1:CLS,Late1:CLS,21,999
11060_1_8_9,Mid1:CLS,Late1:CLS,5,20
11060_10_19,Early1:ALL,Mid1:CLS,0,9
11060_10_19,Late1:CLS,Late1:CLS,70,999
11060_10_19,Mid1:CLS,Late1:CLS,10,69
11060_18,Early3:ALL,Late3:CLS,0,1
