bps_model_id,symbol,scientific_name,common_name
13780_37_44,QUST,Quercus stellata,Post oak
13780_37_44,QUIN,Quercus incana,Bluejack oak
13780_37_44,QUAR,Quercus arizonica,Arizona white oak
13780_37_44,SCSC,Schizachyrium scoparium,Little bluestem
13780_37_44,CNTE,Cnidoscolus texanus,Texas bullnettle
13790_60_65,QUCO2,Quercus coccinea,Scarlet oak
13790_60_65,QUVE,Quercus velutina,Black oak
13790_60_65,QUAL,Quercus alba,White oak
13790_60_65,QUPR2,Quercus prinus,Chestnut oak
13790_60_65,ACRU,Acer rubrum,Red maple
13790_60_65,PRSE2,Prunus serotina,Black cherry
13790_60_65,ILOP,Ilex opaca,American holly
13800_55_99,QUMY,Quercus myrtifolia,Myrtle oak
13800_55_99,QUGE2,Quercus geminata,Sand live oak
13800_55_99,CEER3,Ceratiola ericoides,Sand heath
13800_55_99,PIEL,Pinus elliottii,Slash pine
13800_55_99,SERE2,Serenoa repens,Saw palmetto
13800_55_99,MOCE2,Morella cerifera,Wax myrtle
13800_55_99,ARBE7,Aristida beyrichiana,Beyrich threeawn
13800_55_99,MUHLE,Muhlenbergia,Muhly
13810_45,QUST,Quercus stellata,Post oak
13810_45,QUVE,Quercus velutina,Black oak
13810_45,QUMA3,Quercus marilandica,Blackjack oak
13810_45,QUFA,Quercus falcata,Southern red oak
13810_45,QUAL,Quercus alba,White oak
13810_45,QUMI,Quercus michauxii,Swamp chestnut oak
13810_45,QUPH,Quercus phellos,Willow oak
13810_45,QULY,Quercus lyrata,Overcup oak
13820_55_58,PIPA2,Pinus palustris,Longleaf pine
13820_55_58,PIEL,Pinus elliottii,Slash pine
13820_55_58,PISE,Pinus serotina,Pond pine
13820_55_58,QUVI,Quercus virginiana,Live oak
13820_55_58,QUGE2,Quercus geminata,Sand live oak
13820_55_58,QUHE2,Quercus hemisphaerica,Quercus hemisphaerica
13820_55_58,QUCH,Quercus chapmanii,Chapman oak
13820_55_58,MAGR4,Magnolia grandiflora,Southern magnolia
13830_32_35_36,QUFU,Quercus fusiformis,Plateau oak
13830_32_35_36,QUSIB,Quercus sinuata var. breviloba,Bastard oak
13830_32_35_36,JUAS,Juniperus ashei,Ashe's juniper
13830_32_35_36,ULCR,Ulmus crassifolia,Cedar elm
13830_32_35_36,BOCU,Bouteloua curtipendula,Sideoats grama
13830_32_35_36,SCSC,Schizachyrium scoparium,Little bluestem
13830_32_35_36,BOSA,Bothriochloa saccharoides,Silver bluestem
13830_32_35_36,HIBE,Hilaria belangeri,Curly-mesquite
13840_98,QUMY,Quercus myrtifolia,Myrtle oak
13840_98,QUGE2,Quercus geminata,Sand live oak
13840_98,CEER3,Ceratiola ericoides,Sand heath
13840_98,PIEL,Pinus elliottii,Slash pine
13840_98,SERE2,Serenoa repens,Saw palmetto
13840_98,MOCE2,Morella cerifera,Wax myrtle
13840_98,ARBE7,Aristida beyrichiana,Beyrich threeawn
13840_98,MUHLE,Muhlenbergia,Muhly
13850_20,FRPE,Fraxinus pennsylvanica,Green ash
13850_20,ULAM,Ulmus americana,American elm
13850_20,ACNE2,Acer negundo,Boxelder
13850_20,PRVI,Prunus virginiana,Chokecherry
13850_20,SYOC,Symphoricarpos occidentalis,Western snowberry
13850_20,CASP7,Carex sprengelii,Sprengel's sedge
13850_20,RIBES,Ribes,Currant
13850_20,TORY,Toxicodendron rydbergii,Western poison ivy
13850_29_30,FRPE,Fraxinus pennsylvanica,Green ash
13850_29_30,ULAM,Ulmus americana,American elm
13850_29_30,ACNE2,Acer negundo,Boxelder
13850_29_30,PRVI,Prunus virginiana,Chokecherry
13850_29_30,SYOC,Symphoricarpos occidentalis,Western snowberry
13850_29_30,CASP7,Carex sprengelii,Sprengel's sedge
13850_29_30,ELYMU,Elymus,Wildrye
13850_29_30,QUMA2,Quercus macrocarpa,Bur oak
13850_31_39_40_42,FRPE,Fraxinus pennsylvanica,Green ash
13850_31_39_40_42,ULAM,Ulmus americana,American elm
13850_31_39_40_42,ACNE2,Acer negundo,Boxelder
13850_31_39_40_42,PRVI,Prunus virginiana,Chokecherry
13850_31_39_40_42,SYOC,Symphoricarpos occidentalis,Western snowberry
13850_31_39_40_42,CASP7,Carex sprengelii,Sprengel's sedge
13850_31_39_40_42,ELYMU,Elymus,Wildrye
13850_31_39_40_42,QUMA2,Quercus macrocarpa,Bur oak
13860_66,VAUL,Vaccinium uliginosum,Bog blueberry
13870_55_56,PICL,Pinus clausa,Sand pine
13870_55_56,QUMY,Quercus myrtifolia,Myrtle oak
13870_55_56,QUCH,Quercus chapmanii,Chapman oak
13870_55_56,QULA2,Quercus laevis,Turkey oak
13870_55_56,QUGE2,Quercus geminata,Sand live oak
13870_55_56,SAET,Sabal etonia,Scrub palmetto
13870_55_56,CEER3,Ceratiola ericoides,Sand heath
13870_55_56,SERE2,Serenoa repens,Saw palmetto
13890_64_66,KAAN,Kalmia angustifolia,Sheep laurel
13890_64_66,LEGR,Ledum groenlandicum,Bog labrador tea
13890_64_66,VAUL,Vaccinium uliginosum,Bog blueberry
13890_64_66,EMNI,Empetrum nigrum,Black crowberry
13890_64_66,EMEAA,Empetrum eamesii ssp. atropurpureum,Purple crowberry
13900_35_36,PRGL2,Prosopis glandulosa,Honey mesquite
13900_35_36,ZAFA,Zanthoxylum fagara,Lime pricklyash
13900_35_36,CEPA8,Celtis pallida,Spiny hackberry
13900_35_36,ZIOB,Ziziphus obtusifolia,Lotebush
13920_35,LEFR3,Leucophyllum frutescens,Texas barometer bush
13920_35,ACBE,Acacia berlandieri,Guajillo
13920_35,JADI,Jatropha dioica,Leatherstem
13920_36,LEFR3,Leucophyllum frutescens,Texas barometer bush
13920_36,ACBE,Acacia berlandieri,Guajillo
13920_36,PRGL2,Prosopis glandulosa,Honey mesquite
13920_36,ACRI,Acacia rigidula,Blackbrush acacia
13930_26_34,JUAS,Juniperus ashei,Ashe's juniper
13930_26_34,JUPI,Juniperus pinchotii,Pinchot's juniper
13930_26_34,QUVA5,Quercus vaseyana,Sandpaper oak
13930_26_34,QUMO,Quercus mohriana,Mohr oak
13930_26_34,QUFU,Quercus fusiformis,Plateau oak
13930_26_34,BOER,Boerhavia erecta,Erect spiderling
13930_26_34,BOCU,Bouteloua curtipendula,Sideoats grama
13930_32_35,JUAS,Juniperus ashei,Ashe's juniper
13930_32_35,JUPI,Juniperus pinchotii,Pinchot's juniper
13930_32_35,QUVA5,Quercus vaseyana,Sandpaper oak
13930_32_35,QUSIB,Quercus sinuata var. breviloba,Bastard oak
13930_32_35,QUFU,Quercus fusiformis,Plateau oak
13930_32_35,BOER4,Bouteloua eriopoda,Black grama
13930_32_35,BOCU,Bouteloua curtipendula,Sideoats grama
13940_39_40_41,QUAL,Quercus alba,White oak
13940_39_40_41,QUVE,Quercus velutina,Black oak
13940_39_40_41,QUMA2,Quercus macrocarpa,Bur oak
13940_39_40_41,ANGE,Andropogon gerardii,Big bluestem
13940_39_40_41,CORYL,Corylus,Hazelnut
13940_39_40_41,SCHIZ4,Schizachyrium,Little bluestem
13940_39_40_41,SONU2,Sorghastrum nutans,Indiangrass
13940_39_40_41,CEAM,Ceanothus americanus,New jersey tea
13940_42,QUAL,Quercus alba,White oak
13940_42,QUVE,Quercus velutina,Black oak
13940_42,QUMA2,Quercus macrocarpa,Bur oak
13940_42,ANGE,Andropogon gerardii,Big bluestem
13940_42,CORYL,Corylus,Hazelnut
13940_42,SCHIZ4,Schizachyrium,Little bluestem
13940_42,SONU2,Sorghastrum nutans,Indiangrass
13940_42,CEAM,Ceanothus americanus,New jersey tea
13940_44_49.doc,QUAL,Quercus alba,White oak
13940_44_49.doc,QUVE,Quercus velutina,Black oak
13940_44_49.doc,QUMA2,Quercus macrocarpa,Bur oak
13940_44_49.doc,ANGE,Andropogon gerardii,Big bluestem
13940_44_49.doc,CORYL,Corylus,Hazelnut
13940_44_49.doc,SCHIZ4,Schizachyrium,Little bluestem
13940_44_49.doc,SONU2,Sorghastrum nutans,Indiangrass
13940_44_49.doc,CEAM,Ceanothus americanus,New jersey tea
13940_50_51,QUAL,Quercus alba,White oak
13940_50_51,QUVE,Quercus velutina,Black oak
13940_50_51,QUMA2,Quercus macrocarpa,Bur oak
13940_50_51,ANGE,Andropogon gerardii,Big bluestem
13940_50_51,CORYL,Corylus,Hazelnut
13940_50_51,SCHIZ4,Schizachyrium,Little bluestem
13940_50_51,SONU2,Sorghastrum nutans,Indiangrass
13940_50_51,CEAM,Ceanothus americanus,New jersey tea
13940_52,QUAL,Quercus alba,White oak
13940_52,QUVE,Quercus velutina,Black oak
13940_52,QUMA2,Quercus macrocarpa,Bur oak
13940_52,ANGE,Andropogon gerardii,Big bluestem
13940_52,CORYL,Corylus,Hazelnut
13940_52,SCHIZ4,Schizachyrium,Little bluestem
13940_52,SONU2,Sorghastrum nutans,Indiangrass
13940_52,CEAM,Ceanothus americanus,New jersey tea
13950_41_42_43_49_52,QUAL,Quercus alba,White oak
13950_41_42_43_49_52,QUEL,Quercus ellipsoidalis,Northern pin oak
13950_41_42_43_49_52,QUVE,Quercus velutina,Black oak
13950_41_42_43_49_52,ANGE,Andropogon gerardii,Big bluestem
13950_41_42_43_49_52,CORYL,Corylus,Hazelnut
13950_41_42_43_49_52,SCHIZ4,Schizachyrium,Little bluestem
13950_41_42_43_49_52,GABA,Gaylussacia baccata,Black huckleberry
13950_41_42_43_49_52,CAPE6,Carex pensylvanica,Pennsylvania sedge
13950_50,QUAL,Quercus alba,White oak
13950_50,QUEL,Quercus ellipsoidalis,Northern pin oak
13950_50,QUVE,Quercus velutina,Black oak
13950_50,ANGE,Andropogon gerardii,Big bluestem
13950_50,CORYL,Corylus,Hazelnut
13950_50,SCHIZ4,Schizachyrium,Little bluestem
13950_50,GABA,Gaylussacia baccata,Black huckleberry
13950_50,CAPE6,Carex pensylvanica,Pennsylvania sedge
13950_51,QUAL,Quercus alba,White oak
13950_51,QUEL,Quercus ellipsoidalis,Northern pin oak
13950_51,QUVE,Quercus velutina,Black oak
13950_51,ANGE,Andropogon gerardii,Big bluestem
13950_51,CORYL,Corylus,Hazelnut
13950_51,SCHIZ4,Schizachyrium,Little bluestem
13950_51,GABA,Gaylussacia baccata,Black huckleberry
13950_51,CAPE6,Carex pensylvanica,Pennsylvania sedge
13970_48,SCSC,Schizachyrium scoparium,Little bluestem
13970_48,SPVA,Sporobolus vaginiflorus,Poverty dropseed
13970_48,QUST,Quercus stellata,Post oak
13970_48,JUVI,Juniperus virginiana,Eastern redcedar
13970_48,BOCU,Bouteloua curtipendula,Sideoats grama
13970_48,DAGA,Dalea gattingeri,Purpletassels
13970_48,QUMU,Quercus muehlenbergii,Chinkapin oak
13970_48,PESU5,Pediomelum subacaule,Whiterim scurfpea
14000_60_61,JUVI,Juniperus virginiana,Eastern redcedar
14000_60_61,CECA4,Cercis canadensis,Eastern redbud
14000_60_61,RHAR4,Rhus aromatica,Fragrant sumac
14000_60_61,AMELA,Amelanchier,Serviceberry
14000_60_61,BOCU,Bouteloua curtipendula,Sideoats grama
14000_60_61,SCSC,Schizachyrium scoparium,Little bluestem
14000_60_61,ANGE,Andropogon gerardii,Big bluestem
14000_60_61,PAVI2,Panicum virgatum,Switchgrass
14000_63,JUVI,Juniperus virginiana,Eastern redcedar
14000_63,CECA4,Cercis canadensis,Eastern redbud
14000_63,RHAR4,Rhus aromatica,Fragrant sumac
14000_63,AMELA,Amelanchier,Serviceberry
14000_63,BOCU,Bouteloua curtipendula,Sideoats grama
14000_63,SCSC,Schizachyrium scoparium,Little bluestem
14000_63,ANGE,Andropogon gerardii,Big bluestem
14000_63,PAVI2,Panicum virgatum,Switchgrass
14000_64,JUVI,Juniperus virginiana,Eastern redcedar
14000_64,CECA4,Cercis canadensis,Eastern redbud
14000_64,RHAR4,Rhus aromatica,Fragrant sumac
14000_64,AMELA,Amelanchier,Serviceberry
14000_64,BOCU,Bouteloua curtipendula,Sideoats grama
14000_64,SCSC,Schizachyrium scoparium,Little bluestem
14000_64,ANGE,Andropogon gerardii,Big bluestem
14000_64,PAVI2,Panicum virgatum,Switchgrass
14010_43_44_47_48_53,SCSC,Schizachyrium scoparium,Little bluestem
14010_43_44_47_48_53,ANGE,Andropogon gerardii,Big bluestem
14010_43_44_47_48_53,QUMU,Quercus muehlenbergii,Chinkapin oak
14010_43_44_47_48_53,SITE,Silphium terebinthinaceum,Silphium terebinthinaceum
14010_43_44_47_48_53,BOCU,Bouteloua curtipendula,Sideoats grama
14010_43_44_47_48_53,SILA3,Silphium laciniatum,Compassplant
14010_49,SCSC,Schizachyrium scoparium,Little bluestem
14010_49,SONU2,Sorghastrum nutans,Indiangrass
14010_49,QUMU,Quercus muehlenbergii,Chinkapin oak
14010_49,SITE,Silphium terebinthinaceum,Silphium terebinthinaceum
14010_49,BOCU,Bouteloua curtipendula,Sideoats grama
14010_49,JUVI,Juniperus virginiana,Eastern redcedar
14010_49,SYOB,Symphyotrichum oblongifolium,Aromatic aster
14010_49,PHVI8,Physostegia virginiana,Obedient plant
14071_41_50_51,QUAL,Quercus alba,White oak
14071_41_50_51,QUEL,Quercus ellipsoidalis,Northern pin oak
14071_41_50_51,QURU,Quercus rubra,Northern red oak
14071_41_50_51,QUPA2,Quercus palustris,Pin oak
14071_41_50_51,QUVE,Quercus velutina,Black oak
14071_41_50_51,PIST,Pinus strobus,Eastern white pine
14071_41_50_51,PIBA2,Pinus banksiana,Jack pine
14071_41_50_51,PIRE,Pinus resinosa,Red pine
14072_41_50_51,PIBA2,Pinus banksiana,Jack pine
14072_41_50_51,CAPE6,Carex pensylvanica,Pennsylvania sedge
14072_41_50_51,QUEL,Quercus ellipsoidalis,Northern pin oak
14072_41_50_51,GAPR2,Gaultheria procumbens,Eastern teaberry
14072_41_50_51,VAAN,Vaccinium angustifolium,Lowbush blueberry
14072_41_50_51,DEFLF,Deschampsia (Avenella) flexuosa,Wiry hair grass
14072_41_50_51,PIRE,Pinus resinosa,Red pine
14072_41_50_51,ARUV,Arctostaphylos uva-ursi,Kinnikinnick
14080_48,SCSC,Schizachyrium scoparium,Little bluestem
14080_48,ANGE,Andropogon gerardii,Big bluestem
14080_48,QUMU,Quercus muehlenbergii,Chinkapin oak
14080_48,CRAL3,Croton alabamensis,Alabama croton
14080_48,SAMI8,Sabal minor,Dwarf palmetto
14080_48,LEPH11,Leptopus phyllanthoides,Missouri maidenbush
14080_48,JUVI,Juniperus virginiana,Eastern redcedar
14090_50_64,THOC2,Thuja occidentalis,Arborvitae
14090_50_64,JUCO6,Juniperus communis,Common juniper
14090_50_64,CARI,Carex richardsonii,Richardson's sedge
14090_50_64,DASP2,Danthonia spicata,Poverty oatgrass
14090_50_64,AGROS2,Agrostis,Bentgrass
14090_50_64,DECA18,Deschampsia caespitosa,Tufted hairgrass
14090_50_64,POTR5,Populus tremuloides,Quaking aspen
14090_50_64,PIGL,Picea glauca,White spruce
14100_35,QUMA3,Quercus marilandica,Blackjack oak
14100_35,QUFU,Quercus fusiformis,Plateau oak
14100_35,QUST,Quercus stellata,Post oak
14100_35,CATE9,Carya texana,Black hickory
14100_35,SCSC,Schizachyrium scoparium,Little bluestem
14100_35,BOCU,Bouteloua curtipendula,Sideoats grama
14100_35,ALGR2,Aloysia gratissima,Whitebrush
14110_49_51_52,SCHIZ4,Schizachyrium,Little bluestem
14110_49_51_52,ANGE,Andropogon gerardii,Big bluestem
14110_49_51_52,PAVI2,Panicum virgatum,Switchgrass
14110_49_51_52,SONU2,Sorghastrum nutans,Indiangrass
14110_49_51_52,PYVI,Pycnanthemum virginianum,Virginia mountainmint
14110_49_51_52,LISP,Liatris spicata,Dense blazing star
14110_49_51_52,OLOH,Oligoneuron ohioense,Ohio goldenrod
14110_49_51_52,PELA2,Pedicularis lanceolata,Swamp lousewort
14120_39_40_41_42_43_50_51,SCSC,Schizachyrium scoparium,Little bluestem
14120_39_40_41_42_43_50_51,SONU2,Sorghastrum nutans,Indiangrass
14120_39_40_41_42_43_50_51,BOCU,Bouteloua curtipendula,Sideoats grama
14120_39_40_41_42_43_50_51,HESP11,Hesperostipa spartea,Porcupinegrass
14120_39_40_41_42_43_50_51,ANGE,Andropogon gerardii,Big bluestem
14120_49,SCSC,Schizachyrium scoparium,Little bluestem
14120_49,SONU2,Sorghastrum nutans,Indiangrass
14120_49,BOCU,Bouteloua curtipendula,Sideoats grama
14120_49,HESP11,Hesperostipa spartea,Porcupinegrass
14120_52,SCSC,Schizachyrium scoparium,Little bluestem
14120_52,SONU2,Sorghastrum nutans,Indiangrass
14120_52,BOCU,Bouteloua curtipendula,Sideoats grama
14120_52,HESP11,Hesperostipa spartea,Porcupinegrass
14130_47,QUMU,Quercus muehlenbergii,Chinkapin oak
14130_47,QUMA2,Quercus macrocarpa,Bur oak
14130_47,FRQU,Fraxinus quadrangulata,Blue ash
14130_47,ROPS,Robinia pseudoacacia,Black locust
14130_47,FRAM2,Fraxinus americana,White ash
14130_47,FRPE,Fraxinus pennsylvanica,Green ash
14130_47,JUNI,Juglans nigra,Black walnut
14130_47,ARGI,Arundinaria gigantea,Giant cane
14140_57,DACO,Danthonia compressa,Flattened oatgrass
14140_57,RHCA8,Rhododendron catawbiense,Catawba rosebay
14140_57,CRATA,Crataegus,Hawthorn
14140_57,RUBUS,Rubus,Blackberry
14140_57,PIRU,Picea rubens,Red spruce
14140_57,QURU,Quercus rubra,Northern red oak
14151_44,ANGE,Andropogon gerardii,Big bluestem
14151_44,SCSC,Schizachyrium scoparium,Little bluestem
14151_44,SONU2,Sorghastrum nutans,Indiangrass
14151_44,PAVI2,Panicum virgatum,Switchgrass
14151_44,QUST,Quercus stellata,Post oak
14151_44,QUMA3,Quercus marilandica,Blackjack oak
14152_44,ANGE,Andropogon gerardii,Big bluestem
14152_44,SCSC,Schizachyrium scoparium,Little bluestem
14152_44,SONU2,Sorghastrum nutans,Indiangrass
14152_44,PAVI2,Panicum virgatum,Switchgrass
14152_44,QUST,Quercus stellata,Post oak
14152_44,QUMA3,Quercus marilandica,Blackjack oak
14160_48,QUAL,Quercus alba,White oak
14160_48,QUST,Quercus stellata,Post oak
14160_48,SONU2,Sorghastrum nutans,Indiangrass
14160_48,ANGE,Andropogon gerardii,Big bluestem
14160_48,LIATR,Liatris,Blazing star
14160_48,LECA8,Lespedeza capitata,Roundhead lespedeza
14160_48,PAVI2,Panicum virgatum,Switchgrass
14160_48,VACCI,Vaccinium,Blueberry
14170_48,QUAL,Quercus alba,White oak
14170_48,ANGE,Andropogon gerardii,Big bluestem
14170_48,SONU2,Sorghastrum nutans,Indiangrass
14170_48,PAVI2,Panicum virgatum,Switchgrass
14170_48,LIATR,Liatris,Blazing star
14170_48,LECA8,Lespedeza capitata,Roundhead lespedeza
14170_48,QUST,Quercus stellata,Post oak
14170_48,VACCI,Vaccinium,Blueberry
14180_47,QUFA,Quercus falcata,
14180_47,QUIM,Quercus marilandica,
14180_47,SCSC,Schizachyrium scoparium,
14180_47,SONU2,Sorghastrum nutans,Indiangrass
14180_47,ANGE,Andropogon geradii,
14180_47,LECU,Lespedeza capitata,
14180_47,HEHI2,Helianthus hirsutus,Hairy sunflower
14180_47,ERYS,Eryngium yuccifolium,
14200_39_40_42,ANGE,Andropogon gerardii,Big bluestem
14200_39_40_42,PAVI2,Panicum virgatum,Switchgrass
14200_39_40_42,ELTRS,Elymus trachycaulus ssp. subsecundus,Slender wheatgrass
14200_39_40_42,SPHE,Sporobolus heterolepis,Prairie dropseed
14200_39_40_42,HESP11,Hesperostipa spartea,Porcupinegrass
14200_41,ANGE,Andropogon gerardii,Big bluestem
14200_41,SONU2,Sorghastrum nutans,Indiangrass
14200_41,SPHE,Sporobolus heterolepis,Prairie dropseed
14200_41,SPPE,Spartina pectinata,Prairie cordgrass
14210_31_38_42_43_44_50_51,ANGE,Andropogon gerardii,Big bluestem
14210_31_38_42_43_44_50_51,SONU2,Sorghastrum nutans,Indiangrass
14210_31_38_42_43_44_50_51,SPHE,Sporobolus heterolepis,Prairie dropseed
14210_31_38_42_43_44_50_51,SPPE,Spartina pectinata,Prairie cordgrass
14210_49_52,ANGE,Andropogon gerardii,Big bluestem
14210_49_52,SONU2,Sorghastrum nutans,Indiangrass
14210_49_52,PAVI2,Panicum virgatum,Switchgrass
14210_49_52,DECA7,Desmodium canadense,Showy ticktrefoil
14210_49_52,RAPI,Ratibida pinnata,Pinnate prairie coneflower
14210_49_52,SITE,Silphium terebinthinaceum,Silphium terebinthinaceum
14210_49_52,MOFI,Monarda fistulosa,Wild bergamot
14210_49_52,HEGI,Helianthus giganteus,Giant sunflower
14220_32_35_36_37,SCHIZ4,Schizachyrium,Little bluestem
14220_32_35_36_37,SONU2,Sorghastrum nutans,Indiangrass
14220_32_35_36_37,ANGE,Andropogon gerardii,Big bluestem
14220_32_35_36_37,TRIPS,Tripsacum,Gamagrass
14220_32_35_36_37,PAVI2,Panicum virgatum,Switchgrass
14220_32_35_36_37,SPSI2,Sporobolus silveanus,Silveus' dropseed
14220_32_35_36_37,TRST2,Tridens strictus,Longspike tridens
14220_32_35_36_37,PAPL3,Paspalum plicatulum,Brownseed paspalum
14230_32_35,ANGE,Andropogon gerardii,Big bluestem
14230_32_35,SCSC,Schizachyrium scoparium,Little bluestem
14230_32_35,SONU2,Sorghastrum nutans,Indiangrass
14230_32_35,PAVI2,Panicum virgatum,Switchgrass
14230_32_35,OLIGO3,Oligoneuron,Goldenrod
14230_32_35,SPCO16,Sporobolus compositus,Composite dropseed
14230_32_35,AMPS,Ambrosia psilostachya,Cuman ragweed
14230_32_35,RUHI2,Rudbeckia hirta,Blackeyed susan
14230_38,SCSC,Schizachyrium scoparium,Little bluestem
14230_38,ANGE,Andropogon gerardii,Big bluestem
14230_38,SONU2,Sorghastrum nutans,Indiangrass
14230_38,PAVI2,Panicum virgatum,Switchgrass
14230_38,LIATR,Liatris,Blazing star
14230_38,LECA8,Lespedeza capitata,Roundhead lespedeza
14230_38,SYER,Symphyotrichum ericoides,White heath aster
14230_38,QUERC,Quercus,Oak
14230_43_44_,SCSC,Schizachyrium scoparium,Little bluestem
14230_43_44_,ANGE,Andropogon gerardii,Big bluestem
14230_43_44_,SONU2,Sorghastrum nutans,Indiangrass
14230_43_44_,PAVI2,Panicum virgatum,Switchgrass
14230_43_44_,LIATR,Liatris,Blazing star
14230_43_44_,LECA8,Lespedeza capitata,Roundhead lespedeza
14230_43_44_,SYER,Symphyotrichum ericoides,White heath aster
14230_43_44_,QUERC,Quercus,Oak
14250_56,ARBE7,Aristida beyrichiana,Beyrich threeawn
14250_56,SERE2,Serenoa repens,Saw palmetto
14250_56,ANVI2,Andropogon virginicus,Broomsedge bluestem
14250_56,QUMI2,Quercus minima,Dwarf live oak
14250_56,ARSP3,Aristida spiciformis,Bottlebrush threeawn
14250_56,LYLU3,Lyonia lucida,Fetterbush lyonia
14250_56,VAMY3,Vaccinium myrsinites,Shiny blueberry
14260_58,UNPA,Uniola paniculata,Seaoats
14260_58,SCLI,Schoenocrambe linifolia,Flaxleaf plainsmustard
14260_58,SPPA,Spartina patens,Saltmeadow cordgrass
14260_58,MUFI3,Muhlenbergia filipes,Gulfhairawn muhly
14260_58,MOCE,Mollugo cerviana,Threadstem carpetweed
14260_58,PAAM2,Panicum amarum,Bitter panicgrass
14260_58,JUVI,Juniperus virginiana,Eastern redcedar
14260_58,SAPA,Sabal palmetto,Cabbage palmetto
14270_47,QUAL,Quercus alba,White oak
14270_47,QUST,Quercus stellata,Post oak
14270_47,QUMA3,Quercus marilandica,Blackjack oak
14270_47,ANGE,Andropogon gerardii,Big bluestem
14270_47,SONU2,Sorghastrum nutans,Indiangrass
14270_47,PAVI2,Panicum virgatum,Switchgrass
14270_47,SCSC,Schizachyrium scoparium,Little bluestem
14280_37_44,SCSC,Schizachyrium scoparium,Little bluestem
14280_37_44,SONU2,Sorghastrum nutans,Indiangrass
14280_37_44,QUST,Quercus stellata,Post oak
14280_37_44,DAPU5,Dalea purpurea,Violet prairie clover
14280_37_44,ECPU,Echinacea purpurea,Eastern purple coneflower
14280_37_44,ECPA,Echinacea pallida,Pale purple coneflower
14280_37_44,QUST,Quercus stellata,Post oak
14280_37_44,QUMU,Quercus muehlenbergii,Chinkapin oak
14290_37_45,SCSC,Schizachyrium scoparium,Little bluestem
14290_37_45,SONU2,Sorghastrum nutans,Indiangrass
14290_37_45,JUVI,Juniperus virginiana,Eastern redcedar
14300_46,SCSC,Schizachyrium scoparium,Little bluestem
14300_46,SONU2,Sorghastrum nutans,Indiangrass
14300_46,JUVI,Juniperus virginiana,Eastern redcedar
14300_46,QUST,Quercus stellata,Post oak
14300_46,ANGE,Andropogon gerardii,Big bluestem
14300_46,QUMA3,Quercus marilandica,Blackjack oak
14300_46,TRDA3,Tripsacum dactyloides,Eastern gamagrass
14300_46,SPCO16,Sporobolus compositus,Composite dropseed
14320_45,ANGE,Andropogon gerardii,Big bluestem
14320_45,PAVI2,Panicum virgatum,Switchgrass
14320_45,SONU2,Sorghastrum nutans,Indiangrass
14320_45,QUST,Quercus stellata,Post oak
14320_45,SPPE,Spartina pectinata,Prairie cordgrass
